1;10;2;10;10000000;100000;829.31;98.881
1;10;2;60;100000;1000;28515;3.2159
1;10;2;60;100000;10000;11676;7.9952
1;10;2;60;100000;100000;1064;65.079
1;10;2;60;1000000;1000;24767;3.585
1;10;2;60;1000000;10000;7434.8;8.4112
1;10;2;60;1000000;100000;1222;65.76
1;10;2;60;2000000;1000;27358;3.5835
1;10;2;60;2000000;10000;8382.4;8.5012
1;10;2;60;2000000;100000;1297.9;75.165
1;10;2;60;10000000;1000;25183;3.4447
1;10;2;60;10000000;10000;9078.2;10
1;10;2;60;10000000;100000;876.5;83.818
1;10;2;120;100000;1000;27483;3.5464
1;10;2;120;100000;10000;11558;8.5318
1;10;2;120;100000;100000;996;69.778
1;10;2;120;1000000;1000;26621;3.6629
1;10;2;120;1000000;10000;9221.7;8.1541
1;10;2;120;1000000;100000;878.1;68.837
1;10;2;120;2000000;1000;27433;3.6476
1;10;2;120;2000000;10000;8535.6;8.7319
1;10;2;120;2000000;100000;1442.1;69.313
1;10;2;120;10000000;1000;26480;3.979
1;10;2;120;10000000;10000;9055;9.8389
1;10;2;120;10000000;100000;1086.6;84.449
1;10;2;300;100000;1000;28697;3.555
1;10;2;300;100000;10000;11962;7.821
1;10;2;300;100000;100000;1403.9;60.38
1;10;2;300;1000000;1000;28461;3.2435
1;10;2;300;1000000;10000;9285.6;9.2364
1;10;2;300;1000000;100000;1134.6;73.012
1;10;2;300;2000000;1000;28099;3.3671
1;10;2;300;2000000;10000;8034.7;8.8802
1;10;2;300;2000000;100000;927;81.577
1;10;2;300;10000000;1000;26698;3.5085
1;10;2;300;10000000;10000;7788.4;10.736
1;10;2;300;10000000;100000;916.08;85.027
1;10;3;1;100000;1000;36574;2.091
1;10;3;1;100000;10000;36421;2
1;10;3;1;100000;100000;36570;2.0452
1;10;3;1;1000000;1000;35063;2.1
1;10;3;1;1000000;10000;36597;2.0339
1;10;3;1;1000000;100000;36563;2.0216
1;10;3;1;2000000;1000;33987;2.1
1;10;3;1;2000000;10000;35831;2.1
1;10;3;1;2000000;100000;35769;2.1333
1;10;3;1;10000000;1000;30535;2.6917
1;10;3;1;10000000;10000;31722;2.6655
1;10;3;1;10000000;100000;31394;2.5313
1;10;3;10;100000;1000;36714;2
1;10;3;10;100000;10000;35764;2
1;10;3;10;100000;100000;36635;2.0036
1;10;3;10;1000000;1000;36006;1.9679
1;10;3;10;1000000;10000;37902;1.928
1;10;3;10;1000000;100000;36538;2.0006
1;10;3;10;2000000;1000;38129;1.9659
1;10;3;10;2000000;10000;35933;1.9772
1;10;3;10;2000000;100000;36540;2.0083
1;10;3;10;10000000;1000;36304;2.1963
1;10;3;10;10000000;10000;34169;2.1371
1;10;3;10;10000000;100000;34786;2.2464
1;10;3;60;100000;1000;36420;2
1;10;3;60;100000;10000;36629;2
1;10;3;60;100000;100000;37340;2
1;10;3;60;1000000;1000;37217;2
1;10;3;60;1000000;10000;36596;1.9595
1;10;3;60;1000000;100000;36916;2
1;10;3;60;2000000;1000;38032;2.0269
1;10;3;60;2000000;10000;37651;1.9509
1;10;3;60;2000000;100000;37759;2.0458
1;10;3;60;10000000;1000;36952;2.0145
1;10;3;60;10000000;10000;35424;2.3169
1;10;3;60;10000000;100000;36881;2.2148
1;10;3;120;100000;1000;37948;2.0216
1;10;3;120;100000;10000;37671;2
1;10;3;120;100000;100000;36839;2
1;10;3;120;1000000;1000;37244;2.0114
1;10;3;120;1000000;10000;36449;2.22
1;10;3;120;1000000;100000;37536;1.9
1;10;3;120;2000000;1000;35696;2.0101
1;10;3;120;2000000;10000;37311;1.9341
1;10;3;120;2000000;100000;37562;1.9218
1;10;3;120;10000000;1000;36457;2.1881
1;10;3;120;10000000;10000;37154;2.3671
1;10;3;120;10000000;100000;36278;2.352
1;10;3;300;100000;1000;36512;2
1;10;3;300;100000;10000;37531;1.9411
1;10;3;300;100000;100000;36438;2
1;10;3;300;1000000;1000;37046;2.0048
1;10;3;300;1000000;10000;36451;2
1;10;3;300;1000000;100000;36947;1.9653
1;10;3;300;2000000;1000;37724;2.0518
1;10;3;300;2000000;10000;35939;1.9115
1;10;3;300;2000000;100000;38199;2.0488
1;10;3;300;10000000;1000;35782;2.0894
1;10;3;300;10000000;10000;34570;2.4295
1;10;3;300;10000000;100000;37545;2.2921
1;10;6;1;100000;1000;36975;2.472
1;10;6;1;100000;10000;36283;2.156
1;10;6;1;100000;100000;36576;2.0297
1;10;6;1;1000000;1000;35920;2.3425
1;10;6;1;1000000;10000;36679;2.4231
1;10;6;1;1000000;100000;35804;2.1
1;10;6;1;2000000;1000;35816;2.19
1;10;6;1;2000000;10000;36061;2.1435
1;10;6;1;2000000;100000;36210;2.1433
1;10;6;1;10000000;1000;28405;3.3012
1;10;6;1;10000000;10000;26976;3.3667
1;10;6;1;10000000;100000;30408;2.7574
1;10;6;10;100000;1000;37954;2
1;10;6;10;100000;10000;37038;2
1;10;6;10;100000;100000;37941;1.9786
1;10;6;10;1000000;1000;36497;2.0357
1;10;6;10;1000000;10000;35386;1.9707
1;10;6;10;1000000;100000;35664;2.3131
1;10;6;10;2000000;1000;37295;2
1;10;6;10;2000000;10000;37743;2.0121
1;10;6;10;2000000;100000;37674;2
1;10;6;10;10000000;1000;33139;2.3199
1;10;6;10;10000000;10000;33912;2.6764
1;10;6;10;10000000;100000;36125;2.4156
1;10;6;60;100000;1000;37956;2.2629
1;10;6;60;100000;10000;37079;2.3329
1;10;6;60;100000;100000;37054;1.9707
1;10;6;60;1000000;1000;36179;2.0289
1;10;6;60;1000000;10000;37170;2.0399
1;10;6;60;1000000;100000;37791;2
1;10;6;60;2000000;1000;36099;2.0121
1;10;6;60;2000000;10000;37801;2.0138
1;10;6;60;2000000;100000;36736;1.9946
1;10;6;60;10000000;1000;37652;2.3309
1;10;6;60;10000000;10000;35763;2.0853
1;10;6;60;10000000;100000;34316;2.3382
1;10;6;120;100000;1000;37585;2.2406
1;10;6;120;100000;10000;35565;1.9512
1;10;6;120;100000;100000;36502;2
1;10;6;120;1000000;1000;37420;1.9886
1;10;6;120;1000000;10000;36492;2.0067
1;10;6;120;1000000;100000;36592;2.0006
1;10;6;120;2000000;1000;37556;2.3422
1;10;6;120;2000000;10000;36481;1.9869
1;10;6;120;2000000;100000;37451;1.9641
1;10;6;120;10000000;1000;37170;2.1832
1;10;6;120;10000000;10000;37449;2.5804
1;10;6;120;10000000;100000;36707;2.5689
1;10;6;300;100000;1000;37534;1.9
1;10;6;300;100000;10000;37138;1.9115
1;10;6;300;100000;100000;36151;1.9524
1;10;6;300;1000000;1000;37649;2
1;10;6;300;1000000;10000;38504;2.0226
1;10;6;300;1000000;100000;36624;2.0102
1;10;6;300;2000000;1000;37135;2.0982
1;10;6;300;2000000;10000;34558;1.9466
1;10;6;300;2000000;100000;36916;2.1735
1;10;6;300;10000000;1000;36614;2.6339
1;10;6;300;10000000;10000;35341;2.76
1;10;6;300;10000000;100000;37225;2.0424
1;10;9;1;100000;1000;35656;2.0945
1;10;9;1;100000;10000;36589;2
1;10;9;1;100000;100000;37183;2.0018
1;10;9;1;1000000;1000;35801;2.3494
1;10;9;1;1000000;10000;35531;2.5222
1;10;9;1;1000000;100000;36131;2.0695
1;10;9;1;2000000;1000;35150;2.547
1;10;9;1;2000000;10000;35740;2.3422
1;10;9;1;2000000;100000;35011;2.1981
1;10;9;1;10000000;1000;27569;3.6012
1;10;9;1;10000000;10000;27083;3.5096
1;10;9;1;10000000;100000;27357;3.4209
1;10;9;10;100000;1000;35913;2.1235
1;10;9;10;100000;10000;37133;2.3072
1;10;9;10;100000;100000;37386;2.2515
1;10;9;10;1000000;1000;38073;2.0142
1;10;9;10;1000000;10000;35689;2.0183
1;10;9;10;1000000;100000;36069;2.0084
1;10;9;10;2000000;1000;37031;2.3524
1;10;9;10;2000000;10000;36411;2.0814
1;10;9;10;2000000;100000;37235;2.3416
1;10;9;10;10000000;1000;34577;2.4107
1;10;9;10;10000000;10000;34504;2.5765
1;10;9;10;10000000;100000;35518;2.5576
1;10;9;60;100000;1000;36653;1.9643
1;10;9;60;100000;10000;35944;2.1012
1;10;9;60;100000;100000;36341;2.0349
1;10;9;60;1000000;1000;38089;2.2994
1;10;9;60;1000000;10000;36762;2.6327
1;10;9;60;1000000;100000;37993;2.1795
1;10;9;60;2000000;1000;37626;2.0818
1;10;9;60;2000000;10000;37838;2.0524
1;10;9;60;2000000;100000;36792;2.4298
1;10;9;60;10000000;1000;34882;3.0873
1;10;9;60;10000000;10000;34838;2.3226
1;10;9;60;10000000;100000;35470;2.5393
1;10;9;120;100000;1000;36133;2.0066
1;10;9;120;100000;10000;37357;2
1;10;9;120;100000;100000;38260;2
1;10;9;120;1000000;1000;38269;2
1;10;9;120;1000000;10000;37106;2.053
1;10;9;120;1000000;100000;37066;2.0456
1;10;9;120;2000000;1000;36255;2.0567
1;10;9;120;2000000;10000;37059;2.0351
1;10;9;120;2000000;100000;37743;2.2964
1;10;9;120;10000000;1000;34743;2.2571
1;10;9;120;10000000;10000;33198;2.7953
1;10;9;120;10000000;100000;33486;2.4805
1;10;9;300;100000;1000;38124;2
1;10;9;300;100000;10000;36806;2.0179
1;10;9;300;100000;100000;37734;2
1;10;9;300;1000000;1000;34935;2.1671
1;10;9;300;1000000;10000;37506;2.2605
1;10;9;300;1000000;100000;38029;2.0491
1;10;9;300;2000000;1000;36262;2
1;10;9;300;2000000;10000;37542;2.0604
1;10;9;300;2000000;100000;37642;2.1089
1;10;9;300;10000000;1000;34130;2.414
1;10;9;300;10000000;10000;35357;2.2132
1;10;9;300;10000000;100000;34457;2.1701
1;10;12;1;100000;1000;35711;2.1
1;10;12;1;100000;10000;34135;2.0079
1;10;12;1;100000;100000;37292;2.2571
1;10;12;1;1000000;1000;34993;2.4618
1;10;12;1;1000000;10000;36057;2.409
1;10;12;1;1000000;100000;35579;2.1411
1;10;12;1;2000000;1000;35155;2.3832
1;10;12;1;2000000;10000;34041;2.3072
1;10;12;1;2000000;100000;33319;2.3787
1;10;12;1;10000000;1000;24417;4.9708
1;10;12;1;10000000;10000;24418;3.8438
1;10;12;1;10000000;100000;22199;4.3922
1;10;12;10;100000;1000;36741;2.0518
1;10;12;10;100000;10000;37520;2.1
1;10;12;10;100000;100000;38515;2.0567
1;10;12;10;1000000;1000;36107;2.0339
1;10;12;10;1000000;10000;36475;2.2843
1;10;12;10;1000000;100000;36694;2.122
1;10;12;10;2000000;1000;36986;2.2976
1;10;12;10;2000000;10000;35018;2.1278
1;10;12;10;2000000;100000;36860;2.0795
1;10;12;10;10000000;1000;32929;2.6673
1;10;12;10;10000000;10000;33516;2.4969
1;10;12;10;10000000;100000;34301;3.091
1;10;12;60;100000;1000;37473;2.0157
1;10;12;60;100000;10000;37089;2.3271
1;10;12;60;100000;100000;37407;2.0343
1;10;12;60;1000000;1000;36737;2.2793
1;10;12;60;1000000;10000;38399;2.1153
1;10;12;60;1000000;100000;37168;2
1;10;12;60;2000000;1000;36697;2.1814
1;10;12;60;2000000;10000;37574;2.0976
1;10;12;60;2000000;100000;37672;2.1916
1;10;12;60;10000000;1000;35668;2.8196
1;10;12;60;10000000;10000;35408;2.7867
1;10;12;60;10000000;100000;36101;2.4771
1;10;12;120;100000;1000;35846;2.0122
1;10;12;120;100000;10000;36520;2.3163
1;10;12;120;100000;100000;36346;2
1;10;12;120;1000000;1000;37165;2.0286
1;10;12;120;1000000;10000;38031;2
1;10;12;120;1000000;100000;37801;2.2256
1;10;12;120;2000000;1000;36759;2.1412
1;10;12;120;2000000;10000;37285;2.1018
1;10;12;120;2000000;100000;36540;2.2733
1;10;12;120;10000000;1000;33507;2.769
1;10;12;120;10000000;10000;35409;2.5905
1;10;12;120;10000000;100000;35519;2.121
1;10;12;300;100000;1000;37740;2
1;10;12;300;100000;10000;37614;2.0723
1;10;12;300;100000;100000;37558;2.5449
1;10;12;300;1000000;1000;38290;2.1807
1;10;12;300;1000000;10000;37448;2.0536
1;10;12;300;1000000;100000;37170;1.9945
1;10;12;300;2000000;1000;37940;2.3542
1;10;12;300;2000000;10000;36631;2.1988
1;10;12;300;2000000;100000;37680;2.1
1;10;12;300;10000000;1000;35561;2.1361
1;10;12;300;10000000;10000;36515;2.1826
1;10;12;300;10000000;100000;35364;2.3586
1;10;15;1;100000;1000;35784;2.0333
1;10;15;1;100000;10000;36880;2.1
1;10;15;1;100000;100000;36158;2
1;10;15;1;1000000;1000;35445;2.2071
1;10;15;1;1000000;10000;34742;2.2096
1;10;15;1;1000000;100000;35531;2.3724
1;10;15;1;2000000;1000;32903;2.3274
1;10;15;1;2000000;10000;34860;2.455
1;10;15;1;2000000;100000;34314;2.4798
1;10;15;1;10000000;1000;19328;6.5856
1;10;15;1;10000000;10000;18370;7.1202
1;10;15;1;10000000;100000;20135;6.5994
1;10;15;10;100000;1000;36832;2.1635
1;10;15;10;100000;10000;36603;2.2776
1;10;15;10;100000;100000;37988;2
1;10;15;10;1000000;1000;37373;2.0619
1;10;15;10;1000000;10000;37770;2.3361
1;10;15;10;1000000;100000;36865;2.2861
1;10;15;10;2000000;1000;37537;2.1952
1;10;15;10;2000000;10000;36096;2.1307
1;10;15;10;2000000;100000;37197;2.1084
1;10;15;10;10000000;1000;32014;2.9904
1;10;15;10;10000000;10000;34365;2.4536
1;10;15;10;10000000;100000;33366;2.8006
1;10;15;60;100000;1000;33633;2.1
1;10;15;60;100000;10000;37881;2.038
1;10;15;60;100000;100000;37592;2.1
1;10;15;60;1000000;1000;37289;2.3238
1;10;15;60;1000000;10000;35994;2.077
1;10;15;60;1000000;100000;36347;2.1497
1;10;15;60;2000000;1000;36737;2.3564
1;10;15;60;2000000;10000;35363;2.1599
1;10;15;60;2000000;100000;37817;2.1018
1;10;15;60;10000000;1000;36695;2.991
1;10;15;60;10000000;10000;34614;4.521
1;10;15;60;10000000;100000;34801;2.5627
1;10;15;120;100000;1000;37312;2.0262
1;10;15;120;100000;10000;36440;2
1;10;15;120;100000;100000;36877;2
1;10;15;120;1000000;1000;36736;2.0607
1;10;15;120;1000000;10000;36303;2.325
1;10;15;120;1000000;100000;36304;2.1482
1;10;15;120;2000000;1000;36991;2.2497
1;10;15;120;2000000;10000;36783;2.1367
1;10;15;120;2000000;100000;36238;2.3795
1;10;15;120;10000000;1000;33446;3.0916
1;10;15;120;10000000;10000;33963;3.1448
1;10;15;120;10000000;100000;36128;2.4108
1;10;15;300;100000;1000;37499;2.0244
1;10;15;300;100000;10000;37141;2.0595
1;10;15;300;100000;100000;37479;2
1;10;15;300;1000000;1000;37064;2.0354
1;10;15;300;1000000;10000;36886;2.2254
1;10;15;300;1000000;100000;37356;2.1202
1;10;15;300;2000000;1000;36750;2.6599
1;10;15;300;2000000;10000;37030;2.2914
1;10;15;300;2000000;100000;36197;2.1024
1;10;15;300;10000000;1000;36549;2.3156
1;10;15;300;10000000;10000;36442;2.7642
1;10;15;300;10000000;100000;37533;2.1261
1;10;18;1;100000;1000;35684;2.1
1;10;18;1;100000;10000;34974;2.1384
1;10;18;1;100000;100000;36513;2.383
1;10;18;1;1000000;1000;35812;2.2283
1;10;18;1;1000000;10000;35759;2.2114
1;10;18;1;1000000;100000;35751;2.441
1;10;18;1;2000000;1000;33076;2.6976
1;10;18;1;2000000;10000;35306;2.6994
1;10;18;1;2000000;100000;33251;2.3813
1;10;18;1;10000000;1000;17499;7.2114
1;10;18;1;10000000;10000;17792;8.8446
1;10;18;1;10000000;100000;16499;7.2377
1;10;18;10;100000;1000;38034;2.2988
1;10;18;10;100000;10000;35698;2.012
1;10;18;10;100000;100000;37873;2.3144
1;10;18;10;1000000;1000;36401;2.3393
1;10;18;10;1000000;10000;35673;2.0425
1;10;18;10;1000000;100000;36979;2.1585
1;10;18;10;2000000;1000;36733;2.4479
1;10;18;10;2000000;10000;35915;2.3127
1;10;18;10;2000000;100000;34445;2.4157
1;10;18;10;10000000;1000;32089;3.3587
1;10;18;10;10000000;10000;32951;2.8242
1;10;18;10;10000000;100000;31948;3.1584
1;10;18;60;100000;1000;36649;2.3174
1;10;18;60;100000;10000;36893;2
1;10;18;60;100000;100000;37167;2.1398
1;10;18;60;1000000;1000;36699;2.2855
1;10;18;60;1000000;10000;37263;2.4166
1;10;18;60;1000000;100000;36330;2.2141
1;10;18;60;2000000;1000;36401;2.1698
1;10;18;60;2000000;10000;34832;2.128
1;10;18;60;2000000;100000;34555;2.1584
1;10;18;60;10000000;1000;34386;5.4665
1;10;18;60;10000000;10000;34816;3.3012
1;10;18;60;10000000;100000;34572;2.1102
1;10;18;120;100000;1000;37196;2.0292
1;10;18;120;100000;10000;36228;2.0891
1;10;18;120;100000;100000;37037;2
1;10;18;120;1000000;1000;35870;2.0211
1;10;18;120;1000000;10000;36001;2.1277
1;10;18;120;1000000;100000;36741;2.0867
1;10;18;120;2000000;1000;35997;2.2401
1;10;18;120;2000000;10000;34926;2.1648
1;10;18;120;2000000;100000;34893;2.1964
1;10;18;120;10000000;1000;35775;2.6305
1;10;18;120;10000000;10000;34092;2.328
1;10;18;120;10000000;100000;33965;2.8876
1;10;18;300;100000;1000;37299;2.0214
1;10;18;300;100000;10000;38145;2.3212
1;10;18;300;100000;100000;36039;2.0207
1;10;18;300;1000000;1000;36740;2.1971
1;10;18;300;1000000;10000;37092;2.1107
1;10;18;300;1000000;100000;36942;2.2201
1;10;18;300;2000000;1000;35231;2.1164
1;10;18;300;2000000;10000;37294;2.3266
1;10;18;300;2000000;100000;35935;2.1065
1;10;18;300;10000000;1000;34613;6.7653
1;10;18;300;10000000;10000;35746;2.2512
1;10;18;300;10000000;100000;35131;2.2728
1;100;1;1;100000;1000;49325;17.546
1;100;1;1;100000;10000;3478.2;155.13
1;100;1;1;100000;100000;85.353;1662.3
1;100;1;1;1000000;1000;10772;34.843
1;100;1;1;1000000;10000;1077.7;228.81
1;100;1;1;1000000;100000;87.562;1675.4
1;100;1;1;2000000;1000;10565;37.82
1;100;1;1;2000000;10000;856.35;239.87
1;100;1;1;2000000;100000;83.412;1794.8
1;100;1;1;10000000;1000;10400;40.326
1;100;1;1;10000000;10000;1088;275.42
1;100;1;1;10000000;100000;95.071;1891.7
1;100;1;10;100000;1000;32965;20.178
1;100;1;10;100000;10000;5639.3;170.57
1;100;1;10;100000;100000;454.67;1867.1
1;100;1;10;1000000;1000;32650;28.753
1;100;1;10;1000000;10000;4688.8;181.85
1;100;1;10;1000000;100000;491.14;1781
1;100;1;10;2000000;1000;31166;28.246
1;100;1;10;2000000;10000;3964.7;179.49
1;100;1;10;2000000;100000;397.53;1933.7
1;100;1;10;10000000;1000;30301;29.721
1;100;1;10;10000000;10000;4378.8;187.61
1;100;1;10;10000000;100000;455.69;2001.9
1;100;1;60;100000;1000;36152;26.034
1;100;1;60;100000;10000;6141.1;157.93
1;100;1;60;100000;100000;436.75;1898.6
1;100;1;60;1000000;1000;34461;26.673
1;100;1;60;1000000;10000;5199;162.74
1;100;1;60;1000000;100000;535.08;1765.7
1;100;1;60;2000000;1000;35379;25.351
1;100;1;60;2000000;10000;5300.5;174.76
1;100;1;60;2000000;100000;414.8;1867.8
1;100;1;60;10000000;1000;34747;28.637
1;100;1;60;10000000;10000;4482.3;185.04
1;100;1;60;10000000;100000;449.14;2154.3
1;100;1;120;100000;1000;37293;25.049
1;100;1;120;100000;10000;5766.9;167.86
1;100;1;120;100000;100000;470.56;1851.6
1;100;1;120;1000000;1000;34960;26.412
1;100;1;120;1000000;10000;4310;165.35
1;100;1;120;1000000;100000;541.57;1877.9
1;100;1;120;2000000;1000;36062;25.952
1;100;1;120;2000000;10000;4343.7;164.64
1;100;1;120;2000000;100000;362.83;1923.3
1;100;1;120;10000000;1000;34219;28.107
1;100;1;120;10000000;10000;3965.6;189.5
1;100;1;120;10000000;100000;430.29;2074.6
1;100;1;300;100000;1000;35867;26.804
1;100;1;300;100000;10000;6065.9;154.19
1;100;1;300;100000;100000;487.6;1846.1
1;100;1;300;1000000;1000;34776;26.025
1;100;1;300;1000000;10000;5051.4;158.98
1;100;1;300;1000000;100000;446.62;1811.9
1;100;1;300;2000000;1000;34607;25.149
1;100;1;300;2000000;10000;4841.3;169.64
1;100;1;300;2000000;100000;515.15;1862.2
1;100;1;300;10000000;1000;35496;26.875
1;100;1;300;10000000;10000;4961.9;181.79
1;100;1;300;10000000;100000;392.43;1976.7
1;100;2;1;100000;1000;23128;37.65
1;100;2;1;100000;10000;4257.2;165.2
1;100;2;1;100000;100000;446.94;1011.7
1;100;2;1;1000000;1000;15776;45.105
1;100;2;1;1000000;10000;3569.9;173.78
1;100;2;1;1000000;100000;455.29;1044.6
1;100;2;1;2000000;1000;14719;47.147
1;100;2;1;2000000;10000;3751.1;183.31
1;100;2;1;2000000;100000;529.39;1082.3
1;100;2;1;10000000;1000;14629;56.995
1;100;2;1;10000000;10000;3687.2;217.55
1;100;2;1;10000000;100000;462.61;1175.7
1;100;2;10;100000;1000;24588;37.157
1;100;2;10;100000;10000;7169.1;130.87
1;100;2;10;100000;100000;1079.7;926.17
1;100;2;10;1000000;1000;18599;49.352
1;100;2;10;1000000;10000;6484.4;151.49
1;100;2;10;1000000;100000;968.71;851.6
1;100;2;10;2000000;1000;18917;55.976
1;100;2;10;2000000;10000;6035.9;155.7
1;100;2;10;2000000;100000;1007.2;864.19
1;100;2;10;10000000;1000;18534;55.139
1;100;2;10;10000000;10000;6154.3;162.88
1;100;2;10;10000000;100000;794.56;1008.2
1;100;2;60;100000;1000;18904;50.247
1;100;2;60;100000;10000;6976.4;138.18
1;100;2;60;100000;100000;1171.5;811.93
1;100;2;60;1000000;1000;19084;50.688
1;100;2;60;1000000;10000;6919.4;148.5
1;100;2;60;1000000;100000;1101.7;834.34
1;100;2;60;2000000;1000;17821;55.184
1;100;2;60;2000000;10000;6742.9;153.39
1;100;2;60;2000000;100000;1028.8;861.74
1;100;2;60;10000000;1000;17531;51.842
1;100;2;60;10000000;10000;6209.6;180.33
1;100;2;60;10000000;100000;1004.2;930.72
1;100;2;120;100000;1000;19087;49.791
1;100;2;120;100000;10000;7253.1;139.82
1;100;2;120;100000;100000;1140.4;816.42
1;100;2;120;1000000;1000;17515;50.143
1;100;2;120;1000000;10000;7135.1;147.14
1;100;2;120;1000000;100000;935.5;819.91
1;100;2;120;2000000;1000;18772;51.918
1;100;2;120;2000000;10000;6281.6;166.03
1;100;2;120;2000000;100000;961.92;821.67
1;100;2;120;10000000;1000;18339;47.708
1;100;2;120;10000000;10000;6266.7;157.23
1;100;2;120;10000000;100000;942;992.3
1;100;2;300;100000;1000;18589;50.174
1;100;2;300;100000;10000;7328.7;151.91
1;100;2;300;100000;100000;1271.7;767.54
1;100;2;300;1000000;1000;19273;48.668
1;100;2;300;1000000;10000;7078.5;149.82
1;100;2;300;1000000;100000;1189.6;820.69
1;100;2;300;2000000;1000;19390;48.23
1;100;2;300;2000000;10000;6853.6;147.44
1;100;2;300;2000000;100000;1069.6;833.61
1;100;2;300;10000000;1000;19466;54.904
1;100;2;300;10000000;10000;6599.6;171.83
1;100;2;300;10000000;100000;960.15;961.69
1;100;3;1;100000;1000;41528;18.751
1;100;3;1;100000;10000;40535;18.052
1;100;3;1;100000;100000;39312;18.965
1;100;3;1;1000000;1000;36842;20.025
1;100;3;1;1000000;10000;38192;19.828
1;100;3;1;1000000;100000;39827;18.814
1;100;3;1;2000000;1000;37916;20.932
1;100;3;1;2000000;10000;40720;19.526
1;100;3;1;2000000;100000;38732;19.207
1;100;3;1;10000000;1000;35394;22.458
1;100;3;1;10000000;10000;36052;22.657
1;100;3;1;10000000;100000;35312;24.054
1;100;3;10;100000;1000;41474;18.732
1;100;3;10;100000;10000;38710;18.723
1;100;3;10;100000;100000;41473;19.088
1;100;3;10;1000000;1000;39479;18.933
1;100;3;10;1000000;10000;40206;18.162
1;100;3;10;1000000;100000;41402;16.875
1;100;3;10;2000000;1000;38669;19.233
1;100;3;10;2000000;10000;37337;19.114
