$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,<$f1,<$f2
3.427397718,1.012573805,1.568603908,1.032635641,4.401194657,0.956735006,5.312262997,0.962393673,1.079813791,5.023779078,2.523893858,0.891153649,1.130720205,1.097646302,0.797133459,1.60852837,1.030830496,0.954784064,3.883060365,0.954944754,0.924579104,12.55833959,1.052254912,3.491499506,1.051908823,3.032751336,1.01190772,1626.023989,34.75293406
1.517928459,1.136296778,1.464428642,1.194020778,1.984772395,0.845839673,1.417795742,0.963840475,1.026270162,1.666090677,7.678117325,0.827346787,2.516927181,0.875388004,0.89966732,1.002484638,1.163240682,0.960631685,3.539696204,1.157205685,0.976564867,398.2738418,1.102871772,4.300973738,1.165002173,4.029985288,0.974177353,1134.858465,22.16640968
4.928140185,1.18681448,1.723434399,1.106681519,5.697275315,1.15136046,2.890729288,1.036323458,1.075364869,4.665227546,4.990411466,0.904010057,3.793045826,1.082410805,0.96800025,1.239989763,1.142406575,1.124757195,9.869273303,1.166139143,0.860623319,41.65747045,0.883231806,1.942277414,1.114731902,1.671070695,1.242458788,2374.201622,39.17561658
4.241601785,1.216761717,1.160714979,0.801559867,3.766041875,0.868591457,5.577628009,1.045703294,0.914932615,2.431155247,4.08333467,0.910432601,1.035047755,0.957355934,0.832305599,1.309171541,1.102959474,0.929487277,7.703817509,1.026686347,0.95276211,23.57162907,1.1123631,4.98683025,0.970508959,3.323085621,1.123543744,1513.791205,23.41486645
3.722429034,1.381578468,1.314611293,1.168061101,1.635979173,1.051633036,3.825169914,1.035879998,1.105785415,4.025109865,5.40381999,0.911282326,1.321042629,1.003978258,1.022077055,1.372196807,1.031557373,0.855765155,4.379002447,1.030932032,0.951321339,180.4852519,1.174807812,5.238758677,1.140796096,1.103323749,1.287616483,2387.253187,41.66184372
4.99371794,1.091168919,1.49049692,1.127649663,5.77355249,0.715235929,5.043832103,1.183616045,0.925645714,3.572841221,7.384420194,1.187364008,4.395973356,1.039533987,0.911116376,1.585466098,1.066600641,1.195939951,6.077421261,1.056695496,0.996437317,24.24105638,1.090781064,4.623121203,1.065628382,2.005333076,1.215367492,1923.625059,26.99160107
5.574908427,1.302670135,0.994893504,0.856528516,1.658968222,0.82450759,4.805982713,0.824203647,1.034084034,5.112093289,5.344537926,0.836247428,3.920524341,0.994447257,1.05690543,1.436160193,1.000327099,0.812496429,5.058249184,1.10057629,0.819756927,369.9767024,0.988716726,5.669949936,1.087048053,3.481542215,1.02341217,2488.122118,51.0586729
5.588669754,1.155107845,1.446587849,0.831053599,5.744327906,0.934617389,2.905382011,1.071564704,1.0149174,3.827955509,2.75331352,0.844699214,3.926685665,0.916131295,1.060478274,1.345009242,1.147668928,0.921255054,4.1112387,1.148781878,0.82970897,379.8616499,0.864586877,1.533094562,1.020220111,1.566438193,1.136037897,2431.256006,30.08876827
2.428080244,1.068219687,1.25756524,0.999778382,6.267266273,0.836783063,4.943599253,1.081948426,1.042116268,2.926755742,3.844649405,1.020020384,4.434037409,1.021528688,0.942510381,1.576413598,1.158823327,1.135223365,9.158336124,0.98306949,0.972642868,229.4011958,1.165611335,2.957838214,1.169178824,2.453687484,1.100412585,2059.503414,37.62956483
2.516775082,1.035873988,1.059038019,0.812347576,2.012048997,1.040454099,4.322578204,0.829655552,1.046095415,5.214360256,3.750156601,0.814336299,2.417014224,0.921701553,0.848250336,1.342980243,1.001286467,1.113641067,3.978285958,1.179765557,0.98981552,64.27255966,1.152536941,4.2317408,1.160221426,3.207895685,1.209863044,1707.296749,24.81503314
5.718811543,1.173813419,1.721649164,1.102441319,6.046260444,0.765440629,1.79008659,0.910859883,1.100089003,1.616267818,4.029863,1.086123977,4.670857878,1.119815068,1.065752218,1.54675006,1.032847063,0.873686491,6.006817728,1.173797283,0.773527634,85.82274376,0.999483555,2.677277125,1.083159768,1.550126399,0.901948402,1233.683205,31.94170785
4.198179477,1.24659571,0.935402874,1.10444625,4.895132488,0.794662678,4.442260791,1.152812003,0.998338368,2.47567735,5.538345945,1.162630945,3.063398185,1.055097927,0.887837867,1.342949312,1.011982944,1.064960553,7.313588583,1.073003129,0.798572845,298.0322931,1.168044776,3.310072877,1.193626348,2.252326186,0.920566725,4948.275913,50.31341906
2.560024293,1.416484974,1.269575055,1.212448536,4.122991934,1.043005226,3.156775948,1.211754019,1.000627024,1.980094226,2.988749053,1.004242569,1.129489529,1.072138973,0.905457,1.440497568,1.164435034,1.129978273,4.210243057,0.9182893,0.831333935,156.1031747,0.861209137,4.57907615,1.082404309,4.140576102,1.188858905,3059.696759,36.86129351
5.779768408,1.294682393,0.937585351,1.02325607,3.52099312,0.873503989,5.253881933,0.957662929,1.034958974,5.664661392,1.850592269,0.916071268,1.836848887,1.244234454,0.991961049,1.253970869,1.149681063,1.200216154,4.691047837,1.135129528,0.855593486,13.50617687,1.00354845,4.3348972,1.117345703,3.09269497,1.101355331,747.2464061,19.57171445
1.369557281,1.427565787,1.645628429,0.912896569,1.778769692,1.085446353,4.875321224,1.179862576,1.045290345,1.244956521,4.812423959,0.980146549,1.88995824,1.076492338,0.848484945,1.363763848,1.119662002,0.992672152,3.703374326,1.105409767,0.997254789,140.5613256,0.905496432,5.61997808,1.221719783,1.314975405,1.07059352,9751.985187,40.06520138
3.16911513,1.261400879,1.077678969,1.193574199,2.403317866,1.029462654,4.089202108,1.07833566,0.920976266,2.632028837,6.574742782,0.821063195,3.980579447,1.187985101,1.039785217,1.089309672,1.135197407,0.893512131,4.933491829,1.160676129,0.843301497,62.61644951,1.154756461,1.251088685,1.062166911,1.307873317,1.10009315,3003.869536,58.09363171
4.355983249,1.226797806,1.237637364,1.125414235,5.089258435,0.754239853,4.896225645,0.821169762,1.048900023,1.509965483,6.619153711,0.915639104,3.813230507,0.963532417,1.002119402,1.129019755,1.033215289,0.89295104,7.572980078,0.980840712,0.827163235,417.7933322,1.100079827,3.706108162,1.146372748,1.249161262,0.988349559,4472.724562,49.42846449
4.492554127,1.426815561,1.405188467,1.088949545,5.086858699,1.082284494,4.120713896,1.030051403,0.933457666,2.886421039,3.540223983,0.991741781,2.24792866,0.955815954,0.979535076,1.264251336,1.044037351,1.196522024,7.393292682,1.114985079,0.85721653,313.1618055,1.114642491,4.968403739,0.987985692,4.927565509,1.262161958,674.5952674,26.67267735
2.713219967,1.413074479,0.830115395,1.04178887,3.162099335,0.84871669,2.714758934,1.070496101,0.959143195,4.068999805,3.448681157,0.818561134,4.320476649,1.276459347,0.86960461,1.421243472,1.057260583,1.179883975,9.536800498,0.95173403,0.862868647,394.1856478,1.027082743,3.872955645,1.004977372,4.295316335,1.191768469,2871.55382,56.74844848
1.424621873,1.423746472,1.525535379,1.179296443,3.898498244,0.781912345,4.53215628,1.255376066,0.941579487,1.748957001,4.73220482,0.853535799,2.719217944,0.962705034,0.935533737,1.537315523,1.123378581,0.81522839,9.565097755,1.017202324,0.965816246,168.7682627,1.194299991,5.946469782,1.058818917,4.028521324,1.145477516,4720.804719,38.47130338
4.030345731,1.305854738,1.124207125,0.842842364,6.345499644,1.080179201,1.895895956,1.04883544,1.106251369,2.045720274,7.791350142,0.836711757,3.40659842,0.885931781,0.964145565,1.393029378,1.028921619,0.914503943,6.011173589,1.100688447,0.849966325,230.0692123,0.905299795,2.746060085,1.184375305,3.91966381,1.161926529,6977.407487,54.64762284
2.526663737,1.288793245,0.888036274,0.966703742,2.144782962,0.882066427,4.672089493,0.940620296,0.920887663,3.947751526,7.787254726,0.848893095,4.155178138,0.883209826,1.085199208,1.229042902,1.115127395,1.008022114,5.871522853,0.933525025,0.84497963,55.12743049,0.849281915,5.109886381,0.974710423,5.242397736,0.971291945,545.7347695,18.58081573
2.939492589,1.239818979,0.963175011,1.037471641,6.878348912,1.042778534,3.798803582,1.236041507,0.978369755,5.654579857,3.508144251,0.868870301,1.018750068,1.133773028,0.997938342,1.292102641,1.107582036,1.058187059,4.4602239,1.070042723,0.801783065,120.1602704,1.013872073,2.246188164,1.068233711,4.412419984,1.015833384,7367.488813,39.66297065
3.284165312,1.174073684,1.566800208,0.834734803,4.819418861,0.769407226,3.264251949,1.040151267,1.014370247,5.063275492,2.019152544,0.873460096,2.693764829,0.936064969,1.065375317,1.198592354,1.026837886,0.881159936,5.398749279,1.165432994,0.954732717,75.28211262,0.855681523,3.563259485,1.233854522,4.488538556,0.96244045,10190.9702,49.68313152
5.567900285,1.064277734,1.191556225,0.916420788,4.141304266,0.951066927,3.570928938,0.944743166,1.083212904,4.076340775,3.208611741,0.971968038,1.694432864,0.960576699,0.938314387,1.281050927,1.106953631,0.981454794,7.622734728,1.160615034,0.943236831,113.8605347,1.162461467,3.180193878,1.139136271,5.300145639,1.218197258,1473.056996,49.67395372
4.943150278,1.227945449,1.312183158,0.845948849,3.392663444,0.821371309,2.156514812,1.113899972,0.903949308,2.01605868,2.014393183,1.206626368,1.414339369,1.04155172,1.083891072,1.504774245,1.163029252,1.105581877,8.472083606,1.146497973,0.92946664,155.2078681,1.071335481,2.70108691,1.015857629,2.056315562,0.891441007,3592.592184,64.86434952
1.228663927,1.244000832,1.175121481,1.215535066,1.437783349,1.128568587,2.181821202,1.173491399,1.054185498,2.088349316,5.96347409,0.897697874,2.657150138,1.20050149,0.881790738,1.581974918,1.064745002,0.934916754,5.529528804,0.965544804,0.773359972,145.8038013,1.161996397,3.04633671,1.124236233,4.168335414,1.169344485,842.7713558,38.51955578
5.228751585,1.35749907,0.923291093,1.098087626,6.103424119,1.028777887,2.633442204,1.036688618,0.971232558,1.274239284,6.229483168,0.890419649,3.162476758,0.90238359,0.983212198,1.069337518,1.115879346,0.875583236,5.894630601,0.916887972,0.92154311,296.6888437,1.188325757,1.447038292,1.140528705,3.535158464,1.284810092,1807.715707,36.0256785
3.238032363,1.146952713,1.004152444,0.866300126,3.955076376,1.168302303,2.363207445,1.122848862,0.933057319,1.964498226,6.921417472,1.184920167,2.635906453,1.169860947,0.867765562,1.56318826,1.044874225,1.015290772,6.970275762,1.131311683,0.769532623,301.5793046,1.106488554,5.706709506,1.075478647,4.860750269,1.266714861,1389.909473,28.42613353
2.07916226,1.300120987,1.567327902,1.001809591,6.336861088,0.801839888,3.092934175,1.259344108,1.063478048,5.374798718,7.592784857,1.133209144,2.3395204,0.995380458,0.94425374,1.269017679,1.048877808,1.000814486,3.788299763,1.037886888,0.84451368,173.712555,1.086260227,5.030672883,1.20810502,4.725374542,1.169355586,577.9419634,35.68982058
4.325145368,1.418803895,1.333956998,1.063211252,2.448113041,1.095300784,5.140323316,0.913440865,1.007271107,3.607786609,5.551429075,0.854987805,3.912920456,1.12938123,0.796461672,1.205604837,1.127377925,1.06518616,3.80493906,1.05764579,0.834061525,150.9699339,1.08043549,5.620161696,1.226674866,3.195320292,1.17286608,1684.962456,25.16796834
5.824393838,1.18821285,1.114183571,0.945362468,6.549948451,1.184990722,2.766292373,1.043153116,1.052982539,3.052418742,6.46255577,1.177877831,4.848261081,0.81530569,0.822387312,1.343706955,1.010416566,1.068241633,3.85757759,0.999595467,0.788783108,245.3930139,1.153544181,4.938682323,1.134120943,3.3048228,0.89645931,1649.29829,47.20104348
4.583741476,1.060297703,1.349053554,0.802425075,4.477489714,1.063028555,4.376771675,0.932655207,1.096032137,2.127431008,6.507249619,0.860336603,4.518033915,0.825090115,1.077413338,1.233066208,1.033719114,1.107798064,6.004271895,1.134689646,0.881246575,376.9924245,1.186958411,4.521401027,1.196190586,2.082879684,1.025979106,839.4830078,29.8017558
4.832879674,1.419768356,1.462260061,1.177040118,4.339667606,0.816445819,4.302044571,1.022595611,1.0750327,6.092948179,4.601045166,0.983849288,1.622940774,1.068224743,0.873474368,1.077734368,1.031609116,0.969382818,5.561368456,1.09409266,0.769567477,339.4167312,0.951758647,2.783310058,1.076457315,1.443650439,1.0218391,1536.66358,44.28215215
4.816458814,1.267010272,0.831254111,0.862219601,4.324715668,0.985347453,5.065257906,0.942734472,0.902266424,2.657244078,2.239326723,1.011648319,2.237530094,0.884517412,1.06367022,1.52545438,1.095539916,1.129017515,8.479129073,1.092920123,0.911517426,167.3739952,0.874714309,3.709294864,1.167772451,2.352437188,1.023238837,2794.295248,34.57230396
3.986233535,1.343977217,1.169541423,1.051701511,6.864998463,0.747321188,5.436237078,0.842474416,0.98760245,4.486951818,1.864615837,1.042041906,4.636562141,0.965498743,0.859157111,1.084913692,1.13995445,0.899123983,3.976894174,0.963242508,0.852810061,214.7313522,0.973457476,4.556672979,1.128969323,4.698705149,1.089508051,2398.495233,38.93479446
1.217044557,1.333939904,0.880243469,0.90742384,5.36347053,0.845538327,4.222460873,0.975948163,1.012152962,5.10527533,5.64470412,1.141701882,4.670707301,0.910545631,0.977886976,1.235269218,1.061023876,1.180141536,8.715938669,1.052003111,0.982361662,289.129002,0.866636963,4.702758298,1.052222939,4.240448827,1.168289656,2211.5167,51.74669058
4.705630855,1.273762476,0.935535677,0.878592743,4.724803974,1.114030546,5.038291987,1.205589079,0.900201747,6.052743084,3.286745931,0.885431865,1.319995525,1.048716841,1.011120242,1.235615552,1.129270648,1.193988291,8.307734252,0.939914178,0.897008553,74.37500458,0.880184888,1.564975711,1.035929408,1.424206734,1.201882384,1313.943008,32.64842503
4.087638716,1.055964931,1.708220587,1.03394984,4.799005422,0.962282591,4.277607766,0.899716908,0.946974537,5.884628277,2.986519428,1.136879475,2.500103868,0.821491549,0.7963771,1.359627199,1.002764712,1.086213146,9.412181442,1.012738599,0.789360012,263.1147947,1.002999872,2.354956124,1.215185476,1.4610241,1.108593735,2579.252846,43.47277814
3.544722644,1.095557664,1.256173227,1.159765219,2.996497363,0.890885716,4.939184895,0.844381764,0.990930833,1.28525856,3.101580899,1.204419914,3.221719969,1.101511979,1.081400137,1.187541148,1.058458796,1.119631845,8.571164425,0.914605374,0.818087347,241.3332897,0.874107902,3.309117011,1.178505336,2.527978806,1.212355346,6723.146159,37.58518364
2.474796865,1.010888838,1.093604786,0.921677083,2.266306307,0.853423215,1.687671863,1.242708826,0.909810936,1.578832797,4.608485239,0.839392378,3.918987354,0.976859833,0.991059486,1.425394991,1.141293249,1.028439859,9.808082172,1.159528892,0.947281164,38.47878657,0.986137904,3.299595019,1.052525232,1.380572736,1.14309676,2408.905594,52.60248083
5.61961245,1.285819785,1.605655476,1.150151002,5.781928137,1.01504944,5.546745172,1.093005443,1.10410959,3.754659564,3.870949607,1.066352058,1.669143325,1.287367326,0.892945862,1.153276945,1.131050466,1.187723806,4.38678288,1.050515471,0.949964676,91.13364103,0.925566002,2.832177397,1.131196301,1.333270477,1.164818983,4091.990431,34.59808986
1.857354815,1.137661787,1.137321782,1.131882876,4.496561726,0.941948907,1.298111742,0.968280102,1.020707704,5.981298135,2.136275347,0.819660097,3.559472031,0.96044245,1.083260263,1.62693341,1.056919585,0.955186096,5.50253347,1.151942901,0.858651494,133.9212234,1.151675657,4.455558885,1.117979266,5.064615357,1.12338999,1230.702627,33.29481933
4.436083793,1.152183995,1.68107733,0.806649985,4.981409338,1.02967481,2.034070249,1.030253895,1.068549291,4.043530092,3.755898943,1.160845945,1.056013061,0.903443385,1.025129222,1.519258521,1.090966318,1.186797253,8.368405967,1.016748474,0.8516875,272.6745406,1.18841633,1.793449027,1.138737014,5.459164675,0.879311028,1243.580943,45.70654178
2.516811822,1.014432953,1.010463359,1.153862755,2.321752199,0.711792345,1.233328881,1.155526436,0.973181034,3.313064082,4.210642785,1.173219515,3.83060584,1.18931226,0.821717767,1.223490423,1.010597076,0.835302209,8.588719157,1.036954374,0.87385925,95.84439359,1.187890412,5.953855161,1.087498428,3.484463628,0.874707479,107.5955062,10.59510679
3.322870161,1.376731135,1.260086886,1.105781935,2.821844971,1.124040189,3.365449206,0.915350046,1.033075605,4.12020143,6.78511235,0.911349562,2.839446074,0.93805735,1.088099902,1.415733233,1.150918065,0.81803971,3.245741626,1.001674035,0.761532379,211.9001938,0.954746597,2.788565948,0.987603423,5.066104363,1.263147876,4402.142811,40.53306115
3.83031248,1.183366429,1.515322191,1.179734984,5.064828287,1.09929566,4.341348786,1.198357366,1.030832344,4.900008399,7.574843573,0.959504175,2.487883916,1.055219027,0.785104743,1.542666603,1.029731844,1.155120168,3.574617923,1.02063587,0.928429271,181.7859325,1.092502712,4.829651099,1.235136391,1.644452177,1.148380464,1267.068902,32.38238084
5.432127177,1.116686174,1.566998451,1.149145194,3.400396236,1.100409107,5.314182339,0.986272765,0.99260472,2.543005687,7.665983198,0.864145329,4.366124224,1.174023805,0.874295463,1.539199401,1.165882009,1.108012972,7.041632211,1.152093994,0.796135844,206.1694778,1.070277541,3.532051683,1.175405736,4.307182338,1.097367361,619.8709536,34.82707635
3.353411355,1.400536537,0.864797467,1.151860095,2.697153629,1.141370417,5.656803702,1.035390412,0.984633495,4.217157243,5.171468581,1.026876795,3.382198142,1.12873824,0.904047242,1.30069667,1.043881219,1.004567836,6.705317487,0.955804104,0.877567184,145.8886269,0.958306656,2.921820077,1.159457784,3.417462413,0.872007651,2576.483566,27.81984824
5.675367391,1.132630942,1.563516202,0.829614617,5.156012831,0.943360045,5.635967211,0.836210143,0.982081884,2.145888714,2.62563409,1.001447772,4.590789651,0.81351232,0.998356373,1.477887254,1.132310498,0.827588103,7.283653183,1.035284997,0.776655513,37.31494058,0.95262604,3.214276491,1.017557601,4.496708755,1.060594263,1967.353222,25.7851181
4.171402312,1.410361331,1.663271267,1.080778884,3.85780509,1.017664793,4.429792227,1.029602381,1.059959928,2.205183732,5.557425471,1.088161632,3.100215291,0.986871158,0.95588559,1.295676352,1.005057777,1.020598559,6.523476735,0.993421832,0.772736442,314.4268181,0.995408694,2.240301145,1.131857986,1.622349888,1.183629624,843.2801414,40.7913845
2.080559091,1.160020662,1.386047667,1.092480206,2.283892337,0.991779796,5.690373771,1.116802325,0.972990318,2.293093799,1.835949005,0.995411725,1.581630503,1.265920571,0.800869451,1.260028695,1.14533899,0.827381213,7.224090401,1.042757467,0.982946293,140.732904,1.099975422,3.402986531,1.056137233,5.411882536,1.165828612,747.458984,19.24910715
2.125135199,1.261830748,0.901521529,1.006034564,5.967144398,1.187176913,2.265715633,1.025770987,1.116253366,3.045772645,3.822021376,1.040741922,4.225550048,0.992733139,1.068052902,1.483857302,1.000872127,1.067017876,8.979289356,0.962787579,0.995380351,417.6397927,1.078174489,2.685728233,0.951338486,2.421253095,1.289314981,2041.707762,36.67265742
1.245452383,1.183208491,1.561576712,1.036964627,3.721854446,0.975943992,4.784073551,1.256402342,1.138047254,1.855845052,7.1750199,1.159579799,4.765052123,1.167210319,0.903733109,1.463334945,1.116110473,1.03987873,5.342409071,0.959348525,0.984038236,289.1843296,1.188810822,3.304639132,1.222126156,3.153020828,0.886288969,1517.275616,32.98690559
2.140709093,1.41977454,1.0130058,1.134814701,2.204714348,1.030395551,2.752084791,0.857514394,1.036000537,1.360092052,4.765948234,0.821273839,3.653875936,1.187580718,0.860859866,1.535787959,1.12252464,0.815182172,4.743332893,1.121740108,0.774684358,406.5173339,0.909335409,2.157245622,0.981423497,4.637871696,1.176586764,2352.48754,25.35937278
4.311613314,1.244746318,0.782337721,0.884813568,2.493739861,1.053427614,4.782127465,0.858948571,1.134762774,4.736760175,3.106180018,0.997090367,2.817358208,1.261011097,0.985803625,1.563184628,1.130243807,1.097802491,4.739470609,0.941311492,0.766661829,7.192998172,1.172205827,5.013129365,1.03096151,4.241239718,1.197798833,205.8666947,25.79548662
5.150850393,1.233393436,1.174981574,1.081603547,2.413704274,0.811112658,4.774500061,0.98009873,1.066783179,4.333083142,6.622383167,0.856337773,4.399561516,0.832109321,0.889213621,1.073688006,1.046364618,1.058086689,5.381661169,1.184243052,0.764212756,232.0476333,1.094935432,4.863602254,1.0073965,3.387571653,1.195596924,2576.746398,34.18438973
2.309913457,1.418066408,0.99944935,0.92617254,2.054754757,0.852136275,2.026322129,1.214723416,1.098962722,1.246439454,3.051330277,1.166809732,4.286276401,0.963667979,0.912072164,1.339765839,1.017543979,1.196320331,5.455586335,1.151405245,0.948697851,167.917152,0.899781407,2.164559027,1.104025277,1.695314197,1.089584808,249.5235839,19.58513291
3.481380317,1.39828446,1.652444124,1.088685809,4.101829887,1.117564608,2.2921875,1.004339335,0.937052184,5.965967085,7.327972073,1.216079085,4.516811088,1.013040048,0.849597987,1.113413125,1.133981453,0.924184439,5.659958092,1.093799375,0.921438461,75.58925992,1.121341596,1.451956975,1.05520782,2.074858538,1.274585478,235.3836113,27.21162572
1.815738045,1.105497466,0.919018143,1.203723291,5.970250601,0.941304563,5.793298807,0.936874417,1.077074468,3.940714598,1.941995875,1.021929308,3.729878373,1.243411836,0.834098636,1.263759416,1.124530954,0.840612706,5.141168684,1.092624278,0.942878638,201.6447798,1.117179157,5.091603996,1.096178597,4.426046491,0.996883266,1754.186084,25.87096179
1.525215749,1.350382219,1.171406285,0.964972013,5.410379162,0.758152592,1.505118592,1.246571656,1.059600348,5.531690534,4.491895581,1.175292193,3.472970327,0.972559291,1.024714571,1.123314253,1.103605687,1.120811107,5.943573212,1.031335866,0.92283561,154.5665627,0.848565722,5.315871506,1.201103202,3.901161651,1.113471575,11092.45032,66.98985837
5.534679023,1.001880409,1.346136522,0.838302403,2.664931833,1.035108325,1.888621104,0.858737758,1.116194463,4.276249685,6.344338124,0.969500377,2.728929701,1.148022256,1.01097226,1.048128406,1.1154287,1.177819223,8.140822686,1.026442923,0.973901985,385.692397,1.084026521,4.293625837,1.167968062,1.60406702,0.930536845,1946.374492,53.18497356
5.190005359,1.315697035,1.656646178,1.179712141,5.351533744,1.123922626,4.847230949,0.834793608,1.121864073,2.226632741,5.943255903,1.113907567,2.724227518,1.227386896,1.088466711,1.463412412,1.073769707,0.879660151,3.163315513,1.059019905,0.799781266,369.9300844,1.085040644,1.510887853,1.190099096,5.33757813,1.087144482,3898.71281,38.64444844
5.96868164,1.05609249,1.481148738,1.101191977,4.297620326,0.90959324,3.471053464,0.821624009,0.964302365,4.959049526,5.00187023,1.009796399,3.501809894,1.058391354,0.903428515,1.185378185,1.093808819,0.997222186,7.202905497,0.98894847,0.978161349,416.3678055,0.977629993,4.087025058,1.021229232,2.442981509,0.891701265,4680.994017,66.03981647
2.577622568,1.127628536,1.431596615,0.939710193,5.044014771,1.085788147,1.580992173,1.025105427,1.029456522,5.652247471,2.81962331,1.122512531,3.93532664,1.280882881,0.802299048,1.254859372,1.068011696,0.892389614,5.667895575,1.136604722,0.797051372,398.8172126,1.158819937,2.272488636,0.965107288,2.226707242,1.081639218,3362.832819,60.34145201
1.613053755,1.084869295,0.806535626,1.067716385,2.022682507,1.09025505,2.52328978,0.96351916,1.098784562,1.743964898,2.41264278,1.056607661,1.74568003,1.120418405,0.925870355,1.09368109,1.017822858,1.053608676,5.603907368,1.125313693,0.856193813,23.53766515,1.128038359,2.506006779,1.08403095,4.077204793,1.099829511,1702.361963,24.0419031
3.135367576,1.42822391,0.92297942,1.12847467,4.041471012,0.734421713,3.14532688,1.190018917,0.921242366,4.709162406,4.164194481,1.014289141,4.610383868,0.985804058,0.814790627,1.15914075,1.083741606,1.197568882,3.824593862,0.958560805,0.815643761,99.49035156,1.112300129,2.160681029,1.044358524,4.269628794,1.196195739,732.4261488,37.23354668
3.205309834,1.322859101,1.04920455,1.013863745,7.024482548,1.030620218,2.185165736,1.118111663,0.945621944,4.593831562,2.724257176,1.210312167,1.271922544,1.022419249,0.846219266,1.030266237,1.057343641,0.862939838,9.892239536,1.001397677,0.865226705,350.8662214,1.138736171,3.965916445,0.990885163,1.275801871,1.156574606,2230.999806,33.0499536
