$x1,$x2,$x3,$x4,$x5,$x6,$x7,$x8,$x9,$x10,$x11,$x12,$x13,$x14,$x15,$x16,$x17,$x18,$x19,$x20,$x21,$x22,$x23,$x24,$x25,$x26,$x27,$x28,$x29,$x30,$x31,$x32,$x33,$x34,$x35,$x36,$x37,$x38,$x39,$x40,$x41,$x42,$x43,$x44,$x45,$x46,$x47,$x48,$x49,$x50,<$f1,<$f2
1,3.0,0,-1.0,-1.0,1.0,2.0,-1.0,2.0,1.0,0.0,3.0,0.0,1.0,-1.0,0.0,-1.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,-1.0,2.0,0.0,0.0,1.0,-1.0,3.0,2.0,96357.0,633.0
-1,0.0,0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,-1.0,-1.0,2.0,0.0,3.0,3.0,-1.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,3.0,2.0,1.0,2.0,1.0,-1.0,3.0,0.0,3.0,96463.0,616.0
2,-1.0,0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,-1.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,-1.0,0.0,0.0,3.0,-1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,-1.0,1.0,1.0,2.0,1.0,-1.0,2.0,96253.0,632.0
2,2.0,0,1.0,-1.0,2.0,0.0,0.0,1.0,-1.0,-1.0,3.0,2.0,-1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,-1.0,1.0,3.0,2.0,1.0,0.0,-1.0,-1.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,96394.0,616.0
2,0.0,1,-1.0,3.0,0.0,0.0,2.0,-1.0,0.0,-1.0,1.0,2.0,-1.0,0.0,0.0,1.0,-1.0,1.0,3.0,-1.0,0.0,-1.0,2.0,2.0,-1.0,3.0,1.0,1.0,-1.0,3.0,1.0,1.0,0.0,2.0,1.0,-1.0,0.0,2.0,2.0,1.0,3.0,-1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,96492.0,547.0
3,0.0,3,-1.0,2.0,0.0,2.0,1.0,0.0,0.0,-1.0,2.0,2.0,2.0,3.0,1.0,1.0,-1.0,-1.0,-1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,-1.0,2.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,96338.0,624.0
-1,2.0,3,-1.0,1.0,1.0,0.0,3.0,2.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,-1.0,1.0,-1.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,2.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,97081.0,526.0
3,0.0,1,1.0,0.0,2.0,1.0,-1.0,3.0,3.0,0.0,1.0,0.0,0.0,-1.0,3.0,-1.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,-1.0,3.0,2.0,2.0,-1.0,0.0,-1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,-1.0,96641.0,618.0
3,0.0,2,3.0,3.0,1.0,-1.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,-1.0,0.0,-1.0,0.0,2.0,1.0,-1.0,0.0,0.0,3.0,1.0,-1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,-1.0,3.0,-1.0,0.0,0.0,3.0,2.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,96578.0,563.0
1,1.0,-1,1.0,2.0,2.0,0.0,0.0,2.0,-1.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,-1.0,0.0,1.0,0.0,2.0,1.0,-1.0,3.0,-1.0,0.0,2.0,-1.0,1.0,1.0,-1.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,96334.0,620.0
2,2.0,-1,2.0,2.0,-1.0,2.0,1.0,3.0,-1.0,3.0,0.0,0.0,-1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,-1.0,3.0,3.0,3.0,3.0,-1.0,-1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,-1.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,96342.0,606.0
0,-1.0,1,1.0,1.0,2.0,-1.0,3.0,0.0,3.0,-1.0,2.0,-1.0,-1.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,2.0,2.0,0.0,3.0,96261.0,616.0
0,1.0,1,1.0,0.0,-1.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,-1.0,3.0,2.0,3.0,-1.0,1.0,3.0,0.0,-1.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,-1.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,96176.0,642.0
1,0.0,-1,2.0,3.0,3.0,0.0,-1.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,-1.0,2.0,2.0,0.0,3.0,2.0,-1.0,-1.0,2.0,1.0,1.0,1.0,-1.0,-1.0,1.0,2.0,2.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,96657.0,586.0
2,-1.0,3,0.0,1.0,-1.0,-1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,-1.0,3.0,3.0,3.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,3.0,2.0,1.0,3.0,-1.0,1.0,2.0,1.0,-1.0,3.0,-1.0,-1.0,1.0,1.0,1.0,3.0,2.0,3.0,96678.0,564.0
3,1.0,-1,0.0,0.0,-1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,-1.0,0.0,0.0,2.0,-1.0,-1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,-1.0,0.0,0.0,-1.0,0.0,2.0,3.0,96309.0,633.0
-1,1.0,0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,-1.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,-1.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,96029.0,687.0
0,3.0,0,2.0,2.0,0.0,0.0,0.0,-1.0,1.0,3.0,-1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,-1.0,2.0,3.0,0.0,2.0,-1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,-1.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,-1.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,-1.0,96263.0,634.0
1,2.0,0,2.0,0.0,-1.0,1.0,1.0,-1.0,2.0,3.0,0.0,-1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,-1.0,2.0,3.0,-1.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,-1.0,96198.0,604.0
1,2.0,-1,-1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,-1.0,1.0,-1.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,-1.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,96370.0,637.0
2,0.0,-1,0.0,-1.0,0.0,3.0,1.0,-1.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,-1.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,-1.0,1.0,2.0,3.0,-1.0,1.0,1.0,0.0,1.0,-1.0,2.0,-1.0,-1.0,1.0,96214.0,607.0
2,1.0,3,0.0,3.0,2.0,2.0,0.0,3.0,2.0,-1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,2.0,-1.0,1.0,0.0,1.0,-1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,96125.0,654.0
0,1.0,3,2.0,1.0,0.0,0.0,-1.0,2.0,2.0,1.0,3.0,1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,-1.0,3.0,-1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,3.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,2.0,96613.0,596.0
3,0.0,1,1.0,3.0,1.0,-1.0,0.0,1.0,-1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,-1.0,0.0,2.0,-1.0,0.0,-1.0,0.0,3.0,2.0,0.0,3.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,2.0,3.0,-1.0,-1.0,0.0,1.0,2.0,3.0,-1.0,1.0,1.0,0.0,2.0,2.0,2.0,96683.0,568.0
1,0.0,3,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,-1.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,-1.0,2.0,-1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,96331.0,637.0
2,-1.0,1,1.0,-1.0,1.0,-1.0,-1.0,0.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,2.0,0.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,-1.0,1.0,3.0,2.0,3.0,0.0,3.0,-1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,96489.0,591.0
-1,2.0,-1,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,-1.0,0.0,3.0,2.0,0.0,1.0,-1.0,0.0,2.0,2.0,2.0,-1.0,0.0,2.0,3.0,0.0,0.0,2.0,-1.0,0.0,3.0,1.0,3.0,3.0,1.0,-1.0,1.0,3.0,2.0,2.0,2.0,96219.0,630.0
-1,-1.0,2,0.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,-1.0,-1.0,-1.0,2.0,2.0,3.0,2.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,-1.0,-1.0,3.0,1.0,0.0,1.0,1.0,0.0,96283.0,580.0
-1,2.0,0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,3.0,1.0,-1.0,1.0,2.0,2.0,-1.0,1.0,2.0,3.0,3.0,-1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,-1.0,2.0,-1.0,96141.0,633.0
0,2.0,0,1.0,0.0,-1.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,-1.0,0.0,3.0,1.0,1.0,0.0,2.0,-1.0,2.0,2.0,3.0,-1.0,0.0,0.0,0.0,3.0,1.0,3.0,-1.0,3.0,0.0,-1.0,2.0,0.0,-1.0,1.0,2.0,1.0,0.0,2.0,1.0,-1.0,3.0,1.0,1.0,96174.0,609.0
-1,2.0,2,0.0,0.0,1.0,1.0,0.0,3.0,2.0,-1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,-1.0,0.0,3.0,-1.0,2.0,0.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,3.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,-1.0,96232.0,589.0
2,2.0,-1,0.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,-1.0,1.0,2.0,2.0,2.0,1.0,-1.0,0.0,2.0,2.0,-1.0,0.0,1.0,2.0,-1.0,-1.0,0.0,3.0,1.0,1.0,-1.0,2.0,96521.0,601.0
-1,2.0,0,-1.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,-1.0,2.0,1.0,0.0,2.0,1.0,1.0,-1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,96075.0,674.0
-1,0.0,3,0.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,-1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,-1.0,2.0,3.0,0.0,0.0,0.0,-1.0,2.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,-1.0,96459.0,641.0
1,2.0,2,-1.0,0.0,2.0,-1.0,2.0,0.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,3.0,0.0,2.0,-1.0,2.0,0.0,-1.0,-1.0,3.0,2.0,2.0,1.0,-1.0,96621.0,555.0
0,3.0,2,1.0,2.0,0.0,2.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,-1.0,2.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,-1.0,3.0,3.0,-1.0,2.0,-1.0,0.0,2.0,0.0,0.0,-1.0,3.0,2.0,0.0,1.0,-1.0,0.0,2.0,1.0,96461.0,638.0
2,2.0,2,1.0,3.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,-1.0,-1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,-1.0,-1.0,0.0,1.0,3.0,96129.0,617.0
3,3.0,-1,3.0,2.0,1.0,2.0,2.0,-1.0,1.0,2.0,0.0,-1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,-1.0,-1.0,2.0,3.0,-1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,-1.0,3.0,1.0,-1.0,1.0,3.0,3.0,2.0,96589.0,605.0
2,0.0,-1,-1.0,1.0,3.0,1.0,2.0,-1.0,1.0,3.0,-1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,-1.0,2.0,0.0,0.0,2.0,-1.0,0.0,2.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,-1.0,96529.0,619.0
0,-1.0,3,0.0,-1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,-1.0,3.0,0.0,2.0,1.0,2.0,-1.0,-1.0,0.0,2.0,96043.0,618.0
3,2.0,1,3.0,-1.0,3.0,0.0,0.0,0.0,3.0,-1.0,-1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,2.0,3.0,1.0,-1.0,0.0,3.0,0.0,-1.0,-1.0,3.0,-1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,96962.0,533.0
0,2.0,3,2.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,-1.0,1.0,2.0,2.0,2.0,1.0,2.0,-1.0,0.0,-1.0,3.0,1.0,0.0,2.0,-1.0,3.0,0.0,1.0,3.0,0.0,-1.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,-1.0,-1.0,-1.0,-1.0,96313.0,603.0
2,-1.0,1,2.0,3.0,-1.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,-1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,-1.0,3.0,0.0,2.0,0.0,0.0,3.0,-1.0,1.0,96208.0,643.0
3,2.0,2,-1.0,1.0,2.0,2.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,-1.0,-1.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,1.0,96139.0,653.0
0,1.0,1,2.0,2.0,0.0,0.0,-1.0,0.0,2.0,3.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0,-1.0,0.0,2.0,1.0,-1.0,0.0,1.0,3.0,2.0,1.0,-1.0,-1.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,3.0,-1.0,2.0,96528.0,579.0
0,0.0,1,-1.0,1.0,3.0,-1.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,2.0,3.0,1.0,3.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,-1.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,-1.0,-1.0,0.0,3.0,0.0,0.0,1.0,96323.0,612.0
0,0.0,3,1.0,2.0,3.0,-1.0,0.0,-1.0,3.0,0.0,1.0,2.0,-1.0,-1.0,-1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,3.0,0.0,-1.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,-1.0,-1.0,2.0,2.0,0.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,-1.0,-1.0,2.0,96511.0,565.0
0,3.0,1,-1.0,0.0,0.0,1.0,-1.0,-1.0,3.0,1.0,-1.0,2.0,-1.0,1.0,2.0,-1.0,-1.0,3.0,0.0,0.0,2.0,-1.0,2.0,0.0,3.0,1.0,2.0,3.0,-1.0,-1.0,0.0,-1.0,1.0,3.0,-1.0,2.0,2.0,-1.0,-1.0,0.0,3.0,0.0,-1.0,3.0,1.0,-1.0,3.0,0.0,3.0,97032.0,498.0
0,-1.0,2,-1.0,0.0,1.0,-1.0,2.0,3.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,-1.0,2.0,1.0,3.0,-1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-1.0,3.0,2.0,3.0,-1.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,-1.0,96815.0,560.0
-1,-1.0,1,-1.0,3.0,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,-1.0,3.0,1.0,0.0,2.0,3.0,-1.0,1.0,1.0,3.0,1.0,1.0,-1.0,1.0,1.0,3.0,3.0,-1.0,3.0,0.0,1.0,2.0,0.0,-1.0,-1.0,-1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,96908.0,560.0
0,0.0,1,3.0,2.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,-1.0,-1.0,2.0,2.0,3.0,-1.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,-1.0,3.0,2.0,2.0,1.0,1.0,2.0,-1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,96237.0,646.0
0,1.0,3,-1.0,1.0,3.0,3.0,3.0,1.0,-1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,-1.0,2.0,1.0,0.0,0.0,-1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,-1.0,0.0,-1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,96512.0,648.0
1,1.0,3,1.0,2.0,2.0,0.0,3.0,3.0,1.0,-1.0,0.0,1.0,-1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,0.0,-1.0,1.0,2.0,2.0,0.0,3.0,-1.0,0.0,2.0,3.0,2.0,-1.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,-1.0,96291.0,615.0
