$Culture,$Criticality,$Criticality Modifier,$Initial Known,$Inter-Dependency,$Dynamism,$Size,$Plan,$Team Size,<$f1,<$f2
0.153158422,1.016031511,6.065590163,0.711439084,92.01360084,3.551526237,1.475938773,2.864379093,14.66083435,580.092695,0.07185314
0.177102626,1.094920392,2.750942965,0.747592561,81.63835955,4.326301829,0.320416055,4.444851758,14.84322021,225.9199876,0.036685168
0.167748436,1.220077277,2.510121539,0.818921291,90.81039009,7.364498175,0.050656591,3.165799837,15.80312271,159.2033073,0.029895389
0.126043086,0.86314677,5.339230522,0.798651366,82.68935972,9.352270265,1.662437889,4.814045348,15.99235951,417.1423424,0.083927902
0.165350298,1.232705537,6.071722134,0.831176421,99.95239651,8.741064894,0.050774317,3.220557861,18.35404644,441.4041012,0.045404871
0.16883743,1.25067535,2.860576025,0.934529895,99.80879201,1.690813886,0.943204428,4.475420614,16.48043547,279.4376019,0.019989967
0.117936372,1.236484754,7.449657119,0.926689654,86.52222893,3.865647306,1.638644022,1.158865465,10.2414425,1018.080503,0.051270691
0.121235515,0.923125225,6.029245348,0.719931482,96.32930887,3.117885398,0.745379109,4.369381883,19.19531838,345.862519,0.031951077
0.157394677,1.024901891,4.542966191,0.611782032,97.69410204,9.495680248,1.348819352,1.580665066,19.30746844,502.9089486,0.114119209
0.117698267,0.842947104,4.832315531,0.607699233,96.09190347,6.300247873,1.775790441,3.199692338,17.167677,385.3946052,0.080426026
0.104182367,1.054631306,5.072043477,0.836106609,96.99641318,7.866062409,1.551053053,0.186642075,19.17145598,522.2421905,0.032401214
0.150863748,1.014944263,2.924858906,0.774651614,89.45275155,2.802562183,1.572577746,0.402379851,15.10646841,301.2744573,0.043721547
0.150554514,0.89751864,3.657597394,0.752964195,92.75990843,8.537304435,0.299259435,3.540521531,19.04605403,213.9083933,0.086782049
0.122651226,1.190591553,3.03100914,0.637181414,88.96202504,7.471254745,1.582443606,0.801412736,13.12696143,250.7217216,0.098073308
0.148982223,1.188396639,7.774825999,0.877787857,94.43988164,3.822951252,0.458235738,2.178903726,13.44776726,599.3443573,0.071652913
0.156607027,0.8911196,3.807588264,0.742412427,99.52142,5.646542212,0.770969477,0.740907598,10.87356577,222.2739375,0.025461345
0.120284706,1.124199361,3.735839726,0.64889444,85.38623285,7.865306834,0.816416813,4.431579322,12.42630417,226.4366137,0.097148414
0.105782575,1.21097318,4.507442337,0.823300874,93.53535111,1.15969957,1.799931385,4.690874286,14.44932304,569.1554994,0.018070894
0.157777565,1.195677448,7.800286839,0.793119068,94.72947385,1.424712187,1.977616679,2.495153015,15.57103336,1066.199574,0.013580683
0.147418229,1.074596336,3.418491458,0.818102922,89.05054048,7.779897318,1.051500251,2.41188823,15.09035399,447.3443007,0.093905984
0.160565497,1.21202142,7.338990163,0.820627938,98.000806,4.015505139,0.241026874,0.093811755,10.75432954,621.0604296,0.1219911
0.178790649,1.099717132,5.019993138,0.768051185,85.96008181,4.443849777,0.878134977,1.981329049,12.19892387,316.9468722,0.05633382
0.133514516,1.107230956,2.608083683,0.861792434,90.13746775,2.480585947,0.410738166,0.268862025,18.18272996,136.482566,0.022433272
0.102197891,0.992293374,5.074972573,0.91239188,87.59193276,3.824644234,0.307490459,2.448540036,19.44257365,320.3053968,0.013733448
0.142221894,1.23630741,3.734343014,0.604714684,84.3913939,5.079423372,1.262685471,2.720508926,13.37702185,438.7038645,0.077132777
0.168938361,1.180687115,6.89176881,0.895190954,92.07975581,1.386486871,0.401287577,2.876340568,15.19813732,405.6480187,0.00553411
0.144770632,0.929412139,3.153486826,0.806616203,89.48675161,6.30342243,0.923051746,2.034274644,10.35400846,134.698749,0.024822689
0.196552488,0.937490821,5.683560599,0.683291605,98.48117404,8.363968147,0.774770769,4.508143446,13.56380488,270.3198564,0.10448587
0.180342215,1.090566017,7.179337647,0.604730299,89.53893939,5.710920657,1.379606901,3.893872508,19.52362345,605.1656013,0.062204996
0.122992495,1.029946848,4.895385705,0.823912957,87.12436545,1.320947203,1.362079915,4.893021234,10.43462132,410.8148805,0.017554872
0.163916798,0.841774345,4.947735058,0.850261271,84.50878084,2.184989292,0.509353419,3.452644066,16.43818861,248.2840003,0.021055577
0.14584044,1.238005856,2.307398311,0.818172635,81.756633,6.226444674,1.25863952,1.590805605,10.39531698,289.0816711,0.036234654
0.13640156,1.160274176,2.48616442,0.940865391,94.7571174,1.903973385,0.901359373,4.53543525,13.34119037,183.8642439,0.031504552
0.108373541,0.875517084,2.780364806,0.699806471,84.06327686,1.959867547,0.004419666,2.544466107,10.98704929,152.9902894,0.025671967
0.191941835,0.909667045,2.546937914,0.658185995,83.00852767,2.449464738,0.976132634,4.716945767,18.23802806,158.8837783,0.0259935
0.192621493,1.077184245,2.777224686,0.712093245,91.98376976,4.475410134,1.500600497,3.501341923,19.97264376,256.008569,0.062670837
0.140797797,1.093990329,4.092524505,0.833057652,96.35781785,9.535690987,0.266301655,2.75152431,16.8984968,260.9669939,0.186775792
0.129726627,0.989912245,3.027445383,0.650183149,89.71361139,7.774014161,0.374204525,2.662384511,11.2777476,124.3563286,0.032166859
0.199611468,0.99945812,7.53230253,0.641663094,88.44725959,8.501677346,1.969045783,0.813758847,10.51985098,887.9268016,0.116131762
0.196156386,1.162483462,3.078923617,0.636204979,95.15763388,8.585691975,1.409768381,3.959477196,18.46322842,304.0836956,0.083865218
0.121288206,0.854592318,5.745283011,0.897521623,99.48089247,9.22751909,1.221512941,0.440749668,17.64621906,408.9515438,0.036257878
0.182562512,1.110972885,5.455755338,0.902803569,94.43125978,6.324154344,1.510964488,3.323570881,10.02210539,646.5122003,0.104593275
0.10100779,0.940421722,4.236756188,0.815019461,88.14655141,8.30622402,0.854397757,4.187926966,12.88363918,239.8692694,0.021853859
0.100030876,0.986030691,5.894438638,0.897140359,94.47013225,5.278691145,0.333475026,1.503474779,19.96961735,412.6749596,0.045934469
0.105326456,0.836788698,3.874568414,0.681878343,80.34746451,3.000597575,0.566094602,3.000048162,16.99863576,195.4592283,0.015166782
0.142108371,1.078290192,7.227775627,0.684897885,85.04155362,3.522250445,0.551918506,4.584008879,11.51177875,574.9582157,0.031527133
0.12239763,1.194683485,4.793077295,0.763363177,99.0783252,2.313751984,1.034998576,2.721758957,17.47152978,532.6325735,0.017081337
0.195028128,1.110855945,2.370012053,0.831325301,93.66585834,9.627932782,1.124574847,4.076177384,15.6661993,242.6559489,0.213171621
0.171555445,0.918042233,6.959176611,0.702149301,80.76523495,3.070380502,0.289397177,3.185543471,16.74495234,447.7453684,0.042518334
0.155479454,0.824653621,2.543704054,0.855369254,86.79284894,1.528190297,0.831616974,1.870101717,10.18862885,98.68615312,0.020700572
0.122948002,0.941055564,4.014810309,0.814840899,98.47980131,7.189568779,1.856945902,1.891353569,18.6546964,415.5974318,0.067383477
0.16067102,1.042835576,4.1886329,0.772790105,91.43173217,5.050102589,0.628873602,2.733823,18.289026,242.9174986,0.048533211
0.115575297,1.1344953,5.016016565,0.747168777,83.45849411,8.006084166,0.593426612,2.344789495,12.6146828,391.8386307,0.060105473
0.127973332,0.861103114,3.233700638,0.608207103,80.60278733,9.184875449,1.234001329,0.839214704,14.83450439,251.2295768,0.146400903
0.140162813,0.891782326,2.702229571,0.822246763,93.99607005,1.03014668,1.367718297,0.842345385,14.68177762,187.8148273,0.022404312
0.128632911,0.882033297,5.001859962,0.795521675,96.51791423,5.891010735,0.019303957,1.650957046,16.09097693,230.6651016,0.037377685
0.153015126,1.234443028,7.544058083,0.884194632,85.75434415,1.411866517,1.276468877,0.319617899,10.85648199,1172.350094,0.026824666
0.109622257,1.101423073,5.347068979,0.850800336,87.95712862,3.390269725,1.878463365,2.60360999,17.18696431,633.2999446,0.033400325
0.184623155,1.000825807,7.218407319,0.824778812,89.89696092,6.752569373,0.22032511,2.971619765,11.748161,363.0702248,0.097293795
0.144873945,1.213847496,7.068471466,0.844905022,88.12871662,2.454924405,0.895293936,2.498773858,16.61080402,741.0512,0.04457616
0.172928118,0.847147807,6.757289302,0.800421854,97.35516349,4.973474043,1.578761375,4.368015869,13.13432924,440.6821031,0.078597092
0.147822004,0.975641337,7.435503967,0.78607617,95.39713397,9.992172702,1.157001187,4.644987633,16.44010454,676.9193769,0.155255468
0.182568915,1.112560932,4.568531487,0.831842703,94.72667289,3.738400715,0.341310353,2.580122036,17.54516602,298.6990635,0.093212055
0.144777762,0.954899195,5.967621823,0.77565587,90.87289822,2.861223125,1.62076272,3.336464667,17.49387215,513.7426709,0.029341364
0.193109066,0.830893781,3.440326848,0.73226593,93.91302132,5.911663056,0.955269546,1.925803875,13.94049891,182.0036493,0.068643839
0.164799843,0.99621095,2.731811392,0.910971174,85.49481,7.745669361,0.936164268,0.755739394,14.21682962,167.4383382,0.125619021
0.181300855,0.90943708,3.726129086,0.621051817,81.30059687,6.401832792,0.456795969,4.501744808,11.95703575,208.6248618,0.055643708
0.190684065,1.153498703,3.616058608,0.785668494,92.090706,7.274974257,1.048596355,1.860986193,16.10677564,495.1610365,0.140689643
0.15242015,0.868760525,6.800518228,0.864691211,94.24806599,1.324756826,1.833518667,3.286415883,10.25282105,566.28647,0.015737382
0.194818379,0.893059573,4.711702419,0.798457843,87.11123649,6.349790172,1.677543298,2.171086835,18.99216179,458.1863087,0.082699222
0.112660034,0.980321582,2.307663589,0.729487932,82.48928072,3.026780111,1.438232029,4.358756164,13.76759123,187.6514553,0.033380429
0.189239042,0.965745509,4.014607556,0.641561344,87.63143711,5.167917811,0.867446562,1.971101168,12.19849471,276.6904389,0.090638096
0.147971219,1.153134661,3.580013046,0.854603996,98.40862893,4.827048762,0.56080508,4.193144726,13.57349621,292.7861339,0.055168213
0.128899098,0.979741703,4.534867923,0.736624248,84.94011146,4.597948829,1.313338121,3.706577185,16.28478255,521.4724944,0.088032562
0.181951619,1.166000732,6.612135523,0.797939392,87.50232598,3.129699473,0.976328494,0.798407209,19.67619771,366.3700504,0.031587419
0.169076889,0.96850008,3.891365609,0.86930381,84.25216526,5.161791713,1.24446935,1.619642026,14.16806009,280.9511251,0.105783223
0.136658909,0.900439434,4.750520171,0.894403597,83.77043374,9.183269419,0.298377802,1.429908113,12.82345181,177.9287349,0.069374979
0.125366203,0.960175727,2.716009519,0.858669091,83.10530296,5.186472962,1.748778576,4.447465435,18.41638239,211.2675253,0.089969389
0.169565546,1.049136946,5.036357129,0.68282145,88.76750878,8.109595979,0.71399912,2.930862399,14.697902,441.3831903,0.076007487
0.142337438,0.944148907,5.171572682,0.602316322,92.9709615,3.882506984,0.673915853,4.767352564,11.33967431,281.516986,0.032000207
0.193509106,1.086556419,7.753192021,0.699457825,83.03996533,1.403999343,0.408017037,1.189181586,16.37499884,527.5940145,0.017031924
0.16087586,1.058959179,7.056593354,0.908243239,96.48977175,9.892170969,0.458685283,3.685671489,11.202002,471.2032324,0.07382928
0.191401166,0.861748635,7.695776121,0.721540707,89.65774574,2.495264368,0.273530611,4.362510236,13.75815874,278.2168795,0.02984693
0.186045994,1.146802929,4.345097722,0.781326358,86.16710165,4.046724549,0.905392787,0.182326771,19.10345587,344.6107097,0.087498825
0.178608027,1.168283772,5.995069353,0.725683021,85.51536499,1.391357999,0.747933743,2.442220666,13.69958878,524.3553431,0.014271955
0.116585097,1.092810339,6.531658501,0.882489125,90.21909351,6.243946064,0.89731233,4.751693414,19.25035216,483.2270686,0.034108228
0.119291991,0.968925071,3.560840824,0.611036969,88.23722691,8.870864391,0.685587133,2.872693589,10.46705784,119.1986418,0.03050273
0.144475834,1.002999742,6.00740575,0.707100879,90.84118773,5.464811722,0.557854908,3.120337962,14.95254219,264.8650551,0.056093956
0.114802271,0.941209896,4.464078585,0.788124942,81.61569589,1.042335096,0.5947132,2.655433567,18.55462885,308.8712305,0.003236287
0.193333802,1.167961401,5.844082663,0.620795668,92.75323899,1.022254606,0.568193195,3.264806397,13.25488249,464.6648232,0.016241138
0.160906199,0.879171349,7.498464892,0.824329996,88.2095639,6.143751158,1.617375604,4.003419997,16.60120659,508.4191723,0.075485471
0.173224487,1.099236324,5.792053695,0.643451265,96.17519714,5.880718764,0.319878728,3.899266922,16.43923761,397.4023932,0.055945895
0.151018586,0.87242628,2.098999588,0.738598628,84.24777933,1.02895383,1.132195964,3.388687495,17.49825093,178.4145887,0.010662479
0.101627663,1.039643322,5.859584208,0.828784058,97.70625947,2.73131673,1.379826716,3.241309179,19.44604445,752.0713617,0.022057372
0.188170487,0.892226373,2.204622506,0.946103778,85.30128853,2.977371768,0.129574885,0.300338978,15.10897126,110.7896907,0.046869796
0.131881696,1.015017839,4.72710696,0.656891808,90.91535862,3.547201446,0.076482538,1.400896932,14.879524,254.7686859,0.009900065
0.199397894,0.91778597,2.87943154,0.733672186,90.13461465,5.323603326,0.752774899,4.397660472,15.849898,151.0192923,0.084391801
0.193086064,0.954580585,7.965718461,0.804026447,97.00709589,2.961245381,0.25324481,3.831442294,12.6109055,453.4549005,0.078976529
0.125757189,1.087135676,5.090443836,0.786525008,99.97868745,3.908100473,1.86617155,1.700740432,13.58894129,464.5907915,0.031228348
0.134556698,1.127098868,2.712717553,0.910691862,90.00831821,1.078687239,0.762360573,0.990069847,10.59453091,160.4944585,0.017450741
0.195222948,0.90554978,2.746607161,0.942220227,95.98091451,3.495942009,0.072132127,3.288325276,19.50693091,151.9808451,0.076573303
0.1792737,1.074868705,7.085241112,0.815912763,96.00881327,9.748409721,1.222980089,0.732225201,15.89030184,719.9986156,0.116421095
0.156013603,0.885942858,2.830452069,0.789883728,86.2373692,4.21633137,0.856377654,1.092553235,14.41562535,164.4062925,0.072116245
0.159621412,1.070459038,3.993034374,0.782416528,91.97023924,2.871141452,1.93301839,3.585783176,19.78460209,368.9569359,0.053533048
0.120114892,1.222492191,7.302847188,0.685765374,84.22317146,6.973183285,1.98718052,3.107843618,17.42612292,1201.007345,0.084366956
0.144211575,0.871804698,6.397254131,0.881422934,91.00596787,4.461532212,0.741836788,1.075674307,15.74430282,277.231597,0.102393615
0.150123728,0.990424608,3.829613861,0.794290663,91.00433033,8.884829264,1.544406147,2.810392951,10.41199247,339.5682621,0.126047549
0.131705854,0.886846806,6.601891097,0.740846188,93.94440339,2.96372054,1.166582698,0.162095841,18.01827365,505.4380288,0.033594277
0.199083137,0.937684831,4.620759489,0.806783732,98.49941302,8.684984026,1.61909766,4.675189755,11.42374291,368.5409043,0.168052541
0.109560699,1.019960454,6.958752273,0.908802806,91.81061127,9.270960336,0.346591196,4.85230366,12.59287303,249.1965136,0.038517487
0.124172293,1.144762262,6.278397028,0.629502425,83.10421802,9.60089095,0.787636507,4.824828785,10.96312626,534.3895543,0.056401479
0.10596915,1.21785994,2.737127411,0.934301554,99.78757538,8.698923562,1.72344161,3.694015615,18.75405674,276.7136944,0.112645882
0.141080304,1.202363708,4.685368778,0.665509424,81.44190905,2.81170526,0.505238136,0.436326998,14.97579216,275.5372973,0.029106489
0.185072624,1.222562933,4.096276693,0.619961931,80.63804721,4.803460391,1.50902783,0.566115323,12.37585308,543.0515181,0.082788953
0.14883381,1.091635064,4.896041903,0.646157002,81.3003126,5.966332832,1.010699651,2.350758445,13.43300579,401.218483,0.067639376
0.186383853,1.046059039,4.199223858,0.871050122,90.36888466,6.178786467,1.051453104,2.272892644,15.42557311,503.7849669,0.098026894
0.147847939,1.160245088,3.058890637,0.676831734,82.95291046,6.802953991,0.430726368,2.507047746,19.18382724,248.8230353,0.073913249
0.161080462,0.907649983,4.996942893,0.683851265,89.46290047,7.703138159,0.484434353,4.751430236,17.17139719,273.8007839,0.129588295
0.110478848,1.095142137,5.664906453,0.801305715,95.22937438,7.280161744,0.926791476,4.14218609,13.96035818,423.4498824,0.028315945
0.140793804,1.001561373,2.230769199,0.703403665,83.65763271,1.679277546,1.533578165,1.024503072,10.15139541,168.4864384,0.026537162
0.101371036,1.14670958,2.941725711,0.831761904,99.6040533,8.342819333,1.330639286,2.850581978,18.48318591,354.2068074,0.060358242
0.101741271,1.054053192,7.212223485,0.656364054,90.19033423,5.630670711,1.680823855,0.034309937,19.34269213,808.5005199,0.050912956
0.171823018,1.101119802,5.766369133,0.645605753,85.1576828,2.896901123,0.002241836,2.834411952,19.11476217,416.0851654,0.064515967
0.153071681,1.056022483,7.341307039,0.707756595,94.16655348,6.347031169,1.102002047,2.763686355,17.12393901,1013.389092,0.114376904
0.13774619,1.232439769,6.585154114,0.860836599,96.23485601,8.217690511,1.606647973,4.296913715,15.23747054,888.885836,0.11809487
0.158377744,0.95906685,3.815109451,0.623187558,98.97381814,2.526367689,1.517545917,4.612435376,18.20198614,297.8335388,0.033988983
0.125161892,1.252171769,4.621287756,0.748235819,82.37807834,8.897448861,1.537471385,1.098118887,15.13680502,706.3741549,0.10780487
0.167481403,0.950704515,2.857531122,0.61840734,96.46553917,1.127739904,1.373363863,2.869893324,18.81390951,261.9671215,0.020742374
0.10652574,0.913434246,4.708308023,0.603448347,92.13705096,5.688332935,0.755826159,0.912549847,19.00250363,295.3302144,0.048331328
0.110245571,1.124560854,7.383128506,0.750642553,93.16337075,7.947766397,0.518935587,0.51244645,11.62475103,606.5855041,0.055384242
0.143535777,1.13196558,4.061845425,0.889828896,93.77698153,6.971524944,1.332254422,2.16447862,10.53087303,424.7638175,0.136350298
0.129864095,0.993360554,4.368966988,0.781616852,82.88681704,9.307709404,0.910721988,0.180319279,15.30185987,242.5474965,0.09760829
0.133041122,0.982640296,6.427351228,0.727419109,84.1058618,7.089696525,0.444602402,0.649825731,10.18523556,357.1986244,0.103018572
0.188927961,0.828179235,3.086575302,0.639653622,85.5544771,6.061004533,0.617807113,3.343956096,10.46931421,95.54442632,0.165272218
0.114822247,0.957449248,7.956544244,0.888479187,97.20888038,4.968980964,1.808984286,3.438039889,17.40793238,702.6731724,0.023612668
0.102381204,0.849618035,7.756767241,0.846546728,86.00456309,7.797639988,1.498388668,1.062306084,17.82646173,600.7634033,0.063725672
0.182308178,1.151355371,4.92019637,0.778549567,99.99813601,2.621552168,0.884429891,0.048147681,14.94457609,311.5177375,0.107052448
0.194231263,1.181085507,5.334493076,0.637390972,80.77620555,8.961569407,0.583903593,1.592736397,17.28209473,514.8965245,0.125337154
0.102660661,1.006725383,4.253300865,0.698861422,98.05565667,1.163669858,1.170477159,3.790641196,13.95039474,447.8267769,0.015634457
0.174093213,1.205975402,6.685826469,0.924756556,90.00461517,8.397934741,0.214826832,3.644854383,14.38992616,0.0,1.0
0.164705556,1.22397329,7.835844309,0.684515167,99.78084724,1.048594305,1.107312297,0.289121826,15.60810888,1234.629541,0.016428833
0.181707445,1.00043648,2.863040173,0.631218137,89.91242709,8.132793438,0.10572931,1.189062591,14.99420388,159.8480838,0.128119582
0.119964363,1.106211457,7.500894731,0.656749891,97.04150403,8.103543482,1.954958882,1.820421254,11.09331889,812.5697246,0.101195738
0.156108138,1.143262985,7.406482621,0.600490283,93.23996586,4.717850853,1.997137274,4.004292898,11.57731162,775.9940709,0.115850835
0.11579804,0.877287382,2.321070707,0.639824625,82.7082743,7.614856862,1.96793054,0.632462986,16.20554333,168.5807418,0.093076477
0.157654342,0.892009715,5.26351545,0.809769314,86.77151336,9.773548774,0.254145057,3.238157374,16.332929,286.8770744,0.144440657
0.144283471,0.896765908,7.01161884,0.772971895,89.45637562,4.108556727,1.687436162,4.976991009,14.53158123,556.7997133,0.032987355
0.191467235,1.002451747,6.716649581,0.613483771,88.18808321,8.802967194,1.677460737,1.940869515,11.28480997,626.2242554,0.144274541
0.153231262,0.989227557,4.615520277,0.697947524,99.00606502,5.441842546,1.387059335,0.575446753,18.82256304,408.48274,0.057907892
0.160425301,0.942685093,7.071741362,0.686772104,81.44497752,4.014220572,0.787583757,1.007251821,19.38672845,344.2686155,0.020881891
0.148141278,1.174198674,4.947905375,0.7962843,85.82942771,4.325398146,0.923366795,0.379507564,10.26101086,513.9598481,0.060447451
0.13969894,1.094817834,2.846449505,0.609139014,82.3644249,1.419676385,0.621347117,2.587674284,16.64753656,179.7806735,0.013162008
0.130452358,1.138640322,5.70111876,0.662169042,91.24628067,3.900612556,1.743700761,2.09152864,10.09440842,739.777061,0.049718535
0.160409857,1.22585723,7.515060244,0.672589243,88.48910806,5.70333745,0.203940297,0.525718114,10.68281311,606.7451706,0.067512847
0.111692052,1.004136844,6.86066631,0.70596754,98.19081827,2.477568419,0.953634338,4.136334106,17.35417061,561.6328536,0.009292749
0.194654134,1.211195623,4.069715284,0.911096096,92.9760131,4.243259588,1.712687516,3.242301378,10.28673784,512.1162534,0.033020269
0.131505021,1.144326297,4.470438996,0.864216148,87.45067254,4.399349892,0.061089369,1.889871036,13.79736167,251.5837997,0.043323365
0.192270517,0.971372791,5.321835608,0.846361003,95.71102648,6.003787961,1.108297789,2.8449711,13.33799353,391.2413906,0.094314975
0.104475353,1.073204604,7.859385829,0.947186235,84.45594754,1.628349802,1.12897409,4.853178855,14.84644937,1006.421787,0.015574067
0.110276602,0.952428668,5.878223366,0.767537675,88.68866981,6.084341012,1.632280835,1.047634594,17.89955874,383.265993,0.042095714
0.176465458,1.120078268,7.49759384,0.641493868,94.02477947,9.652217814,1.034410562,1.969668703,15.79292758,1017.487443,0.171474249
0.138528246,1.2290806,3.328355045,0.858355714,92.99863493,8.393013015,0.30356645,4.4244657,18.66217992,196.6757677,0.047405923
0.146537174,1.148355261,4.52872197,0.687138605,96.36084949,1.816111491,1.842428918,0.354983723,13.55103214,630.4716817,0.03370007
0.150094969,1.212979851,5.154544265,0.731799308,83.20305678,9.274011217,0.164953964,4.859493365,16.29715473,463.0058693,0.12382239
0.152082625,1.140680917,3.607108175,0.639746705,82.00630504,1.604221929,0.22850692,0.80749277,16.27957636,309.6838634,0.063258339
0.116984678,1.23306494,6.657532438,0.69365633,95.69488752,9.920979671,0.31059283,4.152532357,10.91094141,793.4341801,0.040835978
0.131762109,1.056064243,5.456521819,0.827705281,80.42300494,1.271076853,0.078221985,3.194152141,19.92056095,334.8094448,0.023113001
0.156910696,1.160153808,7.767887201,0.856296014,80.53946487,1.219206011,1.430062113,3.115766713,18.07662671,1096.333521,0.012917871
0.187508602,1.088936017,4.73328103,0.752660922,96.00549333,1.110677812,0.148623389,4.076831252,19.42119063,375.1128092,0.039189411
0.194396661,1.14229196,7.157282659,0.703495965,83.74971503,4.068091474,0.984373412,2.215721631,15.41127391,541.9058193,0.079076199
0.146884512,1.162583553,6.491413349,0.668847458,93.71737246,7.070976711,1.249874659,2.202205721,18.80607684,629.9801548,0.057003728
0.130323421,0.922090422,2.462413943,0.637931472,93.21839454,8.961997772,1.835027277,4.326613405,18.78579911,249.3747328,0.067037862
0.129348546,1.001648675,3.820212226,0.87416157,94.34790793,1.306194003,1.928307683,0.062409011,18.45577397,371.4442513,0.021830952
0.16615717,1.106335219,3.149103539,0.932772825,95.56580518,8.347127932,1.618637412,3.738760631,15.32799413,432.2103738,0.049855739
0.128835594,1.171641958,5.108155329,0.704012979,84.65491636,5.062022141,0.436405807,2.307563321,11.29488393,346.1153591,0.060106738
0.11291428,1.215127144,6.14879266,0.807996428,82.65553131,7.408564192,0.552869935,2.29430251,19.98612122,543.024387,0.095391536
0.14488724,0.856193088,7.297700653,0.807037605,87.9248989,7.113571775,0.25892259,4.276704476,19.68086279,348.3514227,0.101963476
0.13303249,1.145577055,6.111422403,0.701394881,99.41192142,5.179805923,0.684406192,0.880457876,18.75999236,279.4839733,0.080249542
0.120488985,0.927296745,4.70644771,0.914000919,81.28712875,3.22178466,0.804680814,1.943212869,18.40599112,282.1647601,0.042111615
0.187252496,1.036843511,3.195856507,0.924525862,94.18214087,8.58781452,0.345784309,4.054416544,11.79796513,129.4899935,0.174075985
0.194509822,0.924660858,4.115652214,0.920425675,96.12354881,3.018083498,0.501167728,0.405148254,10.17181432,297.1001179,0.024707934
0.151982033,1.054545433,3.477629626,0.813612348,89.97987223,5.194676674,1.746715345,3.73685353,11.04674255,385.4273328,0.052553678
0.103491584,1.077876672,3.545388655,0.627285737,92.16320316,2.979531295,0.316273144,2.712978276,16.20414759,254.7195089,0.01826902
0.186949679,0.901189479,5.937931581,0.882688969,88.61938969,3.9433679,1.821697724,1.526465429,12.6628445,536.3441541,0.076485489
0.177910453,0.933320641,3.265270266,0.767564157,87.08442331,9.826366814,0.414161338,2.344880423,15.13302902,189.9628348,0.114198536
0.129739491,1.008558664,2.247364083,0.895929276,95.70513213,7.017964044,0.714892598,4.962251766,12.22850753,129.5526459,0.032283457
