$aa,$sced,$cplx,$site,$resl,$acap,$etat,$rely,$Data,$prec,$pmat,$aexp,$flex,$pcon,$tool,$time,$stor,$docu,$b,$plex,$pcap,$kloc,$ltex,$pr,$ruse,$team,$pvol,<$f1,<$f2
2.510054715,1.000000654,1.728835656,0.978719459,2.556610295,0.879158588,2.335157688,1.017681725,0.977277613,4.765014661,5.75741941,0.856177885,2.079833124,1.273899944,1.090000656,1.05450636,1.038261601,1.068182417,3.312346957,0.93442203,0.778915444,758.9554893,1.133588575,4.515029798,1.107064887,3.721242621,1.032833016,2233.093258,38.6008442
3.650127378,1.000000003,1.556255213,1.08944154,6.354576402,0.901943714,1.868132029,1.182201216,0.919160396,3.909384969,5.302208184,0.946808238,1.284758914,0.831124319,1.090000006,1.078441762,1.034288679,1.025519178,8.180923007,1.104515504,0.785926522,913.2739299,1.098135329,2.057516382,1.004365467,4.482357625,0.914376438,627.1888492,35.90473212
2.088150713,1.000000852,1.344120211,1.124911365,5.820541256,0.934726504,4.827343112,1.189893797,0.902903472,2.196163715,6.121416282,1.022274039,4.369700576,1.18494677,1.090000181,1.006990768,1.002671443,1.061187431,8.283281677,1.149739683,0.790712588,586.8520235,0.926860866,5.40378397,1.073812358,1.589950264,1.232830686,3480.147384,58.40727734
5.908663493,1.000000221,1.306388969,0.951022905,3.031370247,0.742806897,2.338661656,1.021595624,0.955066952,1.565836914,5.586282103,1.128646058,2.096096671,1.010788124,1.090000197,1.065193242,1.003946694,0.876525401,6.545872107,0.950159285,0.837164282,763.047502,0.935145279,4.367221709,1.0700299,4.543978366,1.116861605,278.6008793,15.06597679
1.777981842,1.000000061,1.102913175,1.045321576,5.727507945,0.712272826,1.784212874,1.167616996,0.939269305,6.020780326,5.469216214,1.064504009,4.831600173,1.196891467,1.090000327,1.020868996,1.013095832,1.226275814,7.261373517,0.981377077,0.909677409,396.1295142,1.045190746,4.158232367,1.118123674,2.982255443,0.887127207,3418.536724,29.87531255
4.497231331,1.00000054,1.702171255,1.176028272,3.359068752,0.947269731,3.998519767,1.09990316,0.983282014,5.65480684,5.899606819,1.01544602,4.462015393,0.998240941,1.090000078,1.030686205,1.012732335,1.070417904,9.279902185,1.025839586,0.956394512,887.3370047,0.964693985,1.931089156,0.995201502,1.075523741,1.293866636,609.803654,22.11671074
5.353110567,1.000000547,1.496182499,0.837928483,2.838494028,0.885983312,3.403434459,1.153285061,0.920786267,3.490112028,5.86469298,0.884627389,4.852672593,0.990701424,1.090000495,1.041489885,1.009272103,1.201511653,9.530827109,1.064110261,0.859200694,244.2468509,1.142405695,1.18659883,1.220524423,5.369350894,0.95797176,2491.101522,30.56816211
2.101679206,1.000000177,1.086832983,0.815683131,3.1853252,0.760301419,1.348602034,1.101472088,0.953868483,5.938378846,4.85442078,0.844680799,3.32652432,1.266430584,1.090000358,1.071318501,1.032083766,1.121706583,9.291405879,1.071622872,0.844418046,473.605102,1.180809432,3.460216614,1.171943027,2.017777554,1.130183328,1960.84859,25.89695822
5.477686913,1.000000747,1.158504622,1.125235489,1.883934313,0.711540622,5.007593633,1.225663457,0.997094129,4.272666964,5.37232344,0.838563761,1.689680593,1.081834476,1.090000093,1.032728185,1.013993915,1.06766379,3.507024061,0.998520408,0.811670907,255.4028273,0.922096548,2.396673804,1.16842347,3.535695925,0.916374032,2743.580872,44.26981016
5.906636736,1.00000098,1.246648685,0.905798382,1.649817374,0.932891063,1.704512773,1.135505376,0.990804358,4.05129099,5.923787177,1.148263638,2.620168084,0.824018731,1.090000469,1.08016613,1.002279024,1.110741516,6.56443569,0.917180255,0.872759972,258.5094921,0.955594876,2.600846948,1.15959641,4.205466143,1.005391733,3175.216998,28.1228964
3.944406712,1.000000483,1.083385869,0.998818771,5.014003614,0.853442986,3.228370188,1.024822917,0.980769331,3.780925556,5.970703623,1.200311619,3.404435588,0.972130066,1.090000276,1.056195616,1.022443279,0.999881837,5.522098237,1.033215501,0.868343382,74.89985577,1.157601858,2.433907579,0.952311616,3.173520043,0.879660965,3895.328246,30.32397919
3.85222588,1.000000779,1.086532139,1.093104298,5.642862059,0.903266105,4.828271382,1.112291432,0.939624117,2.324653722,5.232729362,0.90060842,3.272653653,1.04953483,1.09000072,1.035833842,1.037688288,1.184235017,4.228625305,1.051481644,0.879742361,928.2944058,1.191063426,4.916353633,1.010048377,1.821862103,0.878225562,12749.75938,93.49637815
5.915007572,1.00000028,1.185572858,0.801978494,5.313246068,0.815297505,3.202652924,1.041431699,0.902223821,2.807727504,5.197674402,1.176051827,3.541611738,0.986133511,1.090000011,1.105752373,1.026029189,1.107435495,7.734490296,0.941177455,0.907481655,592.0638637,0.994092968,4.793495484,1.183185855,3.691859046,0.897721192,3265.111657,60.65243471
3.536846976,1.000000535,1.039355335,1.205452388,5.297896867,0.792970791,5.1476822,1.138430697,0.984550639,6.099583676,4.691889269,0.83833726,4.197693676,1.092008957,1.090000987,1.045481715,1.039728986,1.031855019,8.063945797,1.000944189,0.827901556,863.0034955,1.023054593,2.348097811,1.226448444,2.666193938,0.956326361,693.105604,26.21507343
1.521849433,1.000000367,1.117472966,0.896491781,4.700946189,0.918399305,5.015515147,1.085318621,0.981018702,1.97336521,5.533236781,1.035711457,3.835128858,1.077311472,1.090000119,1.060446618,1.009745763,1.060977393,5.517086928,1.163162803,0.785719263,650.8503999,1.136086508,2.63829992,1.114057319,3.292819017,1.172609709,1435.556422,23.21300423
4.526570391,1.000000557,1.054657818,0.9671385,6.120161195,0.867210821,2.79611836,1.175319468,0.903295955,1.246182388,4.9583448,0.870566184,4.471474349,1.19131697,1.090000937,1.00985743,1.028756537,0.830623938,7.014131746,0.98693672,0.875918911,138.2099942,1.196914977,4.540900039,1.105429663,2.732608535,1.115002725,1446.654971,28.99351515
5.847194512,1.000000948,1.677942149,0.846033361,5.830250333,0.847760102,3.322503133,1.160328332,0.918014162,4.797356545,6.086580354,0.960876267,4.183394192,1.075427145,1.090000201,1.052920428,1.048380652,1.212947285,6.207196764,1.169497176,0.97237444,131.2082524,0.943424716,1.19080242,1.106459748,2.659825475,0.989504567,5533.822481,38.07033885
3.671019946,1.000000618,1.379080818,1.137345382,2.565540113,0.896344451,4.526892102,1.193249686,0.960579612,5.37259976,5.354390319,1.161855785,4.99819599,0.930164751,1.090000637,1.020759344,1.031753006,1.074111936,7.492388189,0.955169853,0.964763803,720.8798551,0.921358495,5.212641008,1.237776113,4.783698994,1.178297987,4634.142901,50.72402381
5.720864101,1.000000731,1.013090629,1.110981594,5.100962027,0.841505452,1.303195865,1.23701412,0.992129166,3.84005563,4.823110247,1.067429681,5.014935799,1.244988153,1.090000107,1.080577338,1.000579362,1.173031311,9.684801373,1.130962929,0.817812515,265.6661589,1.01708125,3.448264339,0.971128505,2.418436759,0.980140603,1532.460382,45.5442475
5.274969408,1.000000437,1.156247862,0.868189457,6.856218171,0.960048643,3.091972847,1.024299533,0.961533568,1.510762165,5.866669527,0.872302534,1.133795173,0.998131439,1.090000824,1.070484137,1.04789215,1.038516722,6.946222981,1.10835807,0.948528776,239.9355443,0.98182554,3.384012393,1.154197067,4.274021722,1.262454015,2246.434149,27.15118397
1.643732035,1.000000914,1.174424983,0.828981601,2.060492228,0.816874426,3.826648254,1.134514173,0.937431837,1.513617412,5.046610733,1.156956387,1.318515511,1.200003717,1.090000441,1.095304817,1.038217714,1.223361874,3.086252815,1.012107226,0.791885221,921.2435403,0.937703859,1.901652089,0.95737208,1.9476627,0.930857749,203.0393785,25.55433565
5.184373056,1.000000511,1.285599369,0.861207119,1.6956238,0.840489333,4.995004844,1.218100043,0.984780942,1.940073314,5.227830622,1.10390701,4.305846172,0.871852009,1.090000822,1.083558926,1.027999701,1.021716752,3.852311575,1.074619454,0.963720131,264.5997263,1.147187186,2.610475859,1.118704678,3.178982057,1.244984011,1277.422799,34.20786094
3.578539956,1.000000276,1.64970658,1.176185741,3.089398833,0.861494819,5.765229994,1.146983083,0.913315729,4.018384507,5.750140028,1.089500956,1.36143639,1.140709784,1.090000626,1.055060023,1.000901277,0.978879678,3.703970963,0.990310872,0.851066215,455.2515777,0.992398451,1.926961981,1.121578477,4.529536659,1.118780693,1556.309283,47.11162833
2.74974261,1.000000349,1.343442851,0.943828228,2.906446296,0.85296176,5.151507623,1.063561371,0.901261925,3.777024659,5.665229522,0.931206648,1.862429913,0.971311299,1.09000043,1.030954044,1.033850878,1.097579146,4.749650964,1.011958514,0.877815289,177.9865486,1.085059545,2.342431668,0.956395254,3.762852454,0.941465156,3554.893401,31.64689706
5.74987416,1.000000079,1.03740295,1.083066938,5.010990898,0.937537462,4.509950604,1.202995971,0.993431527,2.251330669,5.861664021,0.876119254,1.236632007,1.132981449,1.09000081,1.027728276,1.03549964,0.811177843,9.084271015,1.131318457,0.996935835,773.635231,0.951533692,1.658082314,1.065285357,4.305022682,1.044127727,2894.898563,41.82623122
5.103926619,1.000000807,1.197497758,1.030738033,2.803824677,0.83877726,3.344279219,1.233795162,0.96559185,5.398210254,4.886619211,1.20665353,1.723162182,0.967549068,1.090000082,1.044228335,1.018621491,0.916023289,3.966805829,1.043144741,0.833927576,84.26893073,1.021104464,5.102097175,1.107787732,5.415761682,1.113994508,3698.769269,58.68197124
1.963010157,1.000000502,1.58581384,0.983331981,2.866485986,0.858089409,1.857311434,1.046067708,0.914390684,5.3597255,5.076228719,0.826304274,4.281131833,1.005458825,1.090000886,1.102836516,1.035327767,1.182768292,9.466120045,1.050357847,0.929646722,221.2407591,1.056383389,3.960956293,1.231570167,1.416487146,1.08798604,3287.23316,58.23980146
4.947792045,1.000000255,1.380939048,1.086731017,2.883911905,0.921928103,4.769493096,1.239903417,0.944479639,4.883132099,4.801383059,1.201280785,1.306480854,0.917948448,1.090000616,1.034749716,1.030337245,1.20215448,3.000671776,1.187776569,0.852720455,427.0743445,0.971501923,3.981754362,1.118564853,4.028154093,1.067456148,2286.193019,27.11858946
5.676859326,1.000000361,1.511393081,0.88653796,4.517304526,0.918662133,4.131855346,1.150278407,0.943449078,5.450730188,5.131084424,0.98894714,2.936678672,0.87972437,1.090000272,1.052903024,1.035333041,0.951089305,5.305609129,0.941942079,0.881983921,47.71513765,1.171185961,5.227889952,1.147462493,4.168443092,1.18492538,2830.654154,33.45229741
3.477638491,1.000000487,1.095487855,0.984863567,6.787121928,0.772668504,5.633524972,1.020656081,0.917402995,3.857212143,5.513021331,1.064244052,3.955837874,1.249039307,1.090000955,1.012166841,1.020349595,1.01211602,4.978934957,1.162556485,0.786723741,574.352534,0.942874222,1.378165212,0.96518152,2.344095073,1.162428514,2979.358271,43.8318391
3.335230966,1.000000185,1.040789437,0.977394016,2.931647258,0.799496132,5.640641821,1.082286657,0.930807953,3.352526373,5.631851029,0.864847271,4.965844432,0.964330017,1.090000468,1.058885066,1.042680271,1.048786503,8.977644405,1.153722282,0.787958539,25.96959686,1.144510958,2.986625291,1.229944693,2.511086144,1.194611752,73.08979157,9.676546574
2.142168018,1.000000681,1.531101948,0.844050801,6.626076735,0.963040837,4.400317313,1.01370751,0.912263098,1.245753092,5.795466417,1.10524003,3.855691471,1.004289268,1.090000005,1.057053933,1.042822153,0.969798913,8.699445656,0.990436767,0.974529512,839.4119648,0.992344642,1.688137938,1.084668266,1.28807744,1.020584276,942.1925512,21.63935919
2.905422311,1.000000091,1.548293554,1.186249121,2.107361931,0.928752823,4.232145562,1.007208658,0.933877935,5.956739504,4.847508064,0.907362984,4.839426096,0.982717454,1.090000616,1.103536143,1.018654892,0.88626367,7.219312237,0.965275572,0.979636535,918.1207791,1.023773529,4.286755323,1.226614701,1.601241295,0.929572738,2955.387094,32.19084503
4.98310881,1.000000416,1.66466902,0.934906894,6.105533527,0.946442482,2.283843811,1.255927197,0.987919572,1.650055486,5.587480117,0.950077848,1.546616484,1.101550264,1.09000063,1.105198672,1.005116842,1.002285842,6.875349219,1.181556142,0.86917153,809.9752189,1.031262754,3.905614181,0.985508882,1.269561763,1.187208816,1742.384804,35.37825173
4.256254415,1.000000206,1.669827156,1.168971844,6.80745245,0.826700179,2.478543108,1.21348891,0.933386318,4.539191346,4.967968399,1.096825137,3.998463853,1.204759878,1.090000167,1.077861882,1.005213288,1.103036469,9.055083067,1.061611635,0.915384054,732.4497162,1.178298368,2.215234471,1.20150232,4.937642319,1.182885502,705.1205123,19.4382189
5.289989227,1.000000467,1.149795449,0.967675239,6.116467014,0.944573997,5.84167215,1.237461844,0.962752625,1.846102679,5.37545852,0.824051406,4.908836183,1.029084982,1.090000913,1.080725895,1.034653381,0.8412332,6.521683727,0.98940464,0.761550368,563.4648678,0.95124677,1.355452791,1.105467602,2.869644472,1.0531587,2108.132203,27.77801855
4.988138351,1.00000055,1.70899354,1.02174862,3.290515757,0.994992427,5.186646118,1.23506547,0.93286342,2.471893328,5.478299567,1.053197303,3.278172458,1.202115962,1.090000859,1.03990935,1.042198051,1.166141064,8.199143228,0.947934819,0.790805915,598.9483766,1.142192369,5.100074152,1.084476232,1.35580102,1.206149033,3428.590402,36.64312803
5.805726727,1.000000128,1.166952064,0.81277973,4.844361124,0.711934461,3.182798114,1.204665303,0.916175688,3.543741928,5.720318974,0.87535956,2.515442839,1.277243576,1.090000398,1.069548831,1.032605308,0.986138814,9.866492311,1.07658119,0.987885802,42.96259025,1.110379674,3.163541733,1.127208987,4.842769112,0.985512751,1312.008191,23.75491151
1.730330747,1.000000854,1.145565714,0.920548612,3.809161247,0.958897837,2.23900085,1.255056011,0.901245155,4.617323468,5.106008699,1.08535007,2.464662705,0.938123619,1.090000524,1.004780422,1.033925264,1.157493064,3.962014959,1.186106345,0.893177664,103.2198059,1.162320998,4.49649706,1.206807306,1.204490907,0.879633217,8786.918513,61.03880955
3.523045352,1.000000111,1.259552773,1.086748593,3.611273735,0.878935595,4.837025776,1.003331315,0.90408499,2.59822736,6.119129977,0.921618544,4.793418201,0.877478796,1.090000473,1.037164598,1.044844512,1.050122445,3.236800507,0.944814925,0.909912162,275.2472893,1.029010318,1.583764843,1.223572852,1.149210442,1.112144428,2523.817055,55.21437912
2.338658621,1.000000875,1.721854515,1.143625826,3.088467313,0.778356125,4.480690566,1.25210465,0.94631861,5.687413836,5.388955979,0.924357737,4.229337123,1.192088621,1.09000083,1.037641722,1.029621224,0.910259444,5.456855384,1.100520761,0.96947462,267.9058951,1.085473354,4.525883044,1.115403558,3.392993993,0.933079269,1490.278795,36.04254062
4.065064117,1.000000119,1.728055096,1.151495015,5.942454949,0.807509137,2.740803671,1.078685174,0.996255655,2.973597798,5.585991346,1.062283133,1.380046677,1.22389828,1.090000113,1.022003992,1.019887582,1.210164249,8.702850237,0.966725307,0.977466789,153.7519341,1.103282085,2.248529058,1.199592114,4.680036547,1.089312935,267.6505525,17.38843675
1.745741724,1.000000207,1.613203012,1.086440288,4.715486622,0.862004138,3.037454038,1.200255983,0.999230352,1.779640775,5.708037769,0.901290048,2.377388628,1.107386862,1.09000031,1.074553792,1.036735458,1.186221694,3.588957539,1.130530426,0.906493797,231.8705665,1.129460717,2.474513261,0.999158782,5.13133019,1.280772898,2039.049661,32.87662265
4.769505016,1.000000033,1.633089977,1.099812267,3.781192204,0.793100355,3.140211425,1.01494899,0.978916669,4.366256911,5.163715723,0.912875496,2.630369162,0.954148466,1.090000537,1.021694147,1.03325349,0.920180137,8.422671322,1.007082778,0.846515038,775.9724364,0.959271812,4.077779764,0.991013674,2.666023825,1.010044653,8672.286341,40.79856875
4.721138955,1.000000265,1.503929766,0.95276551,5.219095227,0.758289252,4.358403422,1.085476534,0.94900167,1.929645104,5.633848539,1.200957149,1.989650663,1.019576506,1.090000412,1.00554928,1.040653297,1.200073537,9.684010927,1.029728164,0.84102156,952.2648856,1.051068986,3.960266312,1.120835364,3.855494414,1.146842234,1834.948863,49.74092888
3.421088844,1.000000752,1.321994055,0.803501117,3.912295055,0.811941727,5.594315877,1.149183963,0.935245867,1.628201345,5.32133504,1.008789601,1.438902393,0.851089219,1.090000128,1.07191554,1.037254913,0.839733981,3.552291783,0.917007181,0.824506086,481.9719197,0.920760862,5.227766824,1.111215558,1.782377958,1.190690465,3901.408684,45.63908397
4.902863515,1.000000398,1.295257629,0.969769379,4.948651115,0.763268755,1.834273711,1.121981961,0.910942214,4.980116627,6.186227438,0.944160735,4.582955452,1.138192551,1.090000397,1.049458956,1.030543358,0.929584391,4.974586965,0.965372664,0.795736385,895.9046135,1.070690277,2.977029037,1.068960562,2.410845616,0.872908606,1464.184452,45.73741101
4.555246333,1.000000921,1.251010816,1.141692916,2.684970299,0.907150929,5.423623458,1.095331876,0.927949491,4.809995775,5.962843845,0.904973078,3.207684609,1.131548551,1.090000499,1.054081686,1.022097232,1.056290388,9.40594383,0.933112107,0.977476117,362.7474065,1.080231308,4.237092463,1.03133836,3.067614165,1.195033768,1345.168555,47.09109977
1.720305857,1.0000009,1.245204527,1.02130078,3.573118193,0.911169306,1.056580824,1.20088382,0.936172393,1.740683193,5.028483422,0.849619028,2.371043331,0.986802197,1.090000862,1.100732571,1.035772927,1.202061812,7.078734595,1.121324549,0.923156322,275.4685961,1.17814155,4.090494815,1.101701827,2.36733427,1.072252616,4619.89825,35.16859741
5.990347977,1.000000814,1.64841642,1.009697285,4.644812402,0.992304096,1.228269775,1.218156792,0.961873424,4.642977476,5.108713153,0.843542055,4.175854506,0.8541366,1.090000485,1.103838793,1.002749814,1.098780099,5.672681666,1.046495329,0.889418374,783.4211317,0.981079547,3.379955851,1.1807931,5.292659681,1.286738342,2267.213645,56.99848117
5.605048059,1.000000924,1.315990139,1.03742713,3.249739476,0.96056363,4.373629027,1.217224379,0.905755272,4.76810002,5.983594488,1.1210675,2.211791388,0.833906257,1.090000364,1.069158959,1.019982336,1.021930408,9.551703293,1.184938655,0.908669871,595.6797382,1.026164593,3.510498162,1.117369118,1.786453818,0.88563647,1656.123085,48.85612919
5.443203511,1.000000785,1.155328786,0.98274507,1.669695482,0.875918573,3.759340877,1.042788248,0.93160446,4.43600492,5.313654842,0.891068072,1.739367522,0.996173291,1.090000838,1.074359068,1.012798958,0.819334322,5.922783233,1.00294154,0.835455736,263.5920673,0.939798097,4.925653501,1.106118948,5.267754344,1.057649324,1240.142261,35.10248503
5.222428111,1.000000924,1.567784141,1.025498947,4.151497042,0.811986961,2.883871031,1.096622095,0.910674146,5.72799233,4.853731866,1.175057766,2.113626824,0.849197219,1.090000377,1.04748026,1.016782651,1.171305231,9.687259731,1.157410305,0.987689981,936.9705254,0.915358187,3.368669052,1.14406186,2.642436146,0.882749355,972.3356314,21.04476756
